First Name,Last Name,White,Black,East Asian,Southeast Asian,Indian,Middle Eastern,Latino Hispanic,Prediction,Confidence,Ground_Truth
Eric,Haase,0.504152894,5.29E-07,5.73E-06,4.69E-06,0.000202775,0.490328819,0.005304543,White,0.504152894,White
Eric,Hosmer,0.147421524,5.65E-05,0.000303432,0.000434682,0.00340161,0.000668509,0.847713828,Latino_Hispanic,0.847713828,White
Eric,Lauer,0.99960655,4.31E-07,1.61E-05,4.36E-06,3.59E-06,0.000193846,0.000175133,White,0.99960655,White
Eric,Stout,0.911188781,7.44E-06,0.000188551,0.000110714,0.000223786,0.003952126,0.084328644,White,0.911188781,White
Erich,Uelmen,0.988675356,2.16E-06,0.007298278,0.000802586,7.31E-06,0.000245385,0.002968891,White,0.988675356,White
Erick,Fedde,0.999183357,7.88E-07,1.08E-05,1.47E-05,2.12E-06,0.00042069,0.000367493,White,0.999183357,White
Erik,Swanson,0.999028563,9.72E-08,1.25E-05,5.22E-06,1.25E-05,0.00052436,0.000416756,White,0.999028563,White
Ernie,Clement,0.790284693,4.92E-05,0.000113532,0.000157727,0.006441779,0.14277187,0.060181256,White,0.790284693,White
Esteban,Quiroz,0.206603423,0.000152518,0.048013628,0.034740116,0.005939448,0.005163905,0.699386954,Latino_Hispanic,0.699386954,Latino_Hispanic
Esteury,Ruiz,9.96E-05,0.945637643,0.000140766,0.005863442,0.04279593,0.000113212,0.005349279,Black,0.945637643,Black
Estevan,Florial,7.36E-07,0.999738753,6.81E-06,6.66E-05,0.000161896,1.31E-06,2.39E-05,Black,0.999738753,Black
Ethan,Roberts,0.997333169,3.67E-06,0.00035232,0.000164501,5.65E-05,0.000404978,0.001684985,White,0.997333169,White
Ethan,Small,0.935656726,9.27E-07,3.84E-06,4.73E-06,0.000406904,0.061534155,0.002392723,White,0.935656726,White
Evan,Lee,0.995399177,3.20E-06,0.001489913,0.000241108,8.57E-06,0.002625335,0.000232687,White,0.995399177,White
Evan,Longoria,0.971057773,9.68E-06,0.000213522,0.000120104,0.000208961,0.009851974,0.018537924,White,0.971057773,White
Evan,Phillips,0.975404322,5.72E-06,0.000184415,4.80E-05,0.000108976,0.00522301,0.019025452,White,0.975404322,White
Ezequiel,Duran,0.002032353,0.607922792,0.000411639,0.007483945,0.250619531,0.000366799,0.131162941,Black,0.607922792,Black
Ezequiel,Tovar,0.016377164,0.00165797,0.086700611,0.166589171,0.004251121,0.000153751,0.724270165,Latino_Hispanic,0.724270165,Latino_Hispanic
Fernando,Cruz,0.015691701,0.096911721,0.00028312,0.003870231,0.031686123,0.000597247,0.850959837,Latino_Hispanic,0.850959837,Latino_Hispanic
Ford,Proctor,0.994780302,6.54E-07,8.01E-06,1.21E-05,8.24E-05,0.002421582,0.00269497,White,0.994780302,White
Foster,Griffin,0.939485133,6.33E-05,7.88E-05,4.21E-05,0.000102125,0.039249919,0.020978685,White,0.939485133,White
Framber,Valdez,0.00071231,0.086689889,0.001430881,0.095727295,0.727462828,0.011483397,0.07649336,Indian,0.727462828,Latino_Hispanic
Franchy,Cordero,0.000953062,0.788794518,0.002998682,0.075191155,0.080736585,0.000150031,0.051175963,Black,0.788794518,Black
Francisco,Lindor,1.20E-05,0.997106135,2.02E-05,0.00034822,0.000536807,2.00E-06,0.001974582,Black,0.997106135,Black
Francisco,Morales,0.026585836,0.000268019,0.198253721,0.409316123,0.003704785,0.001935509,0.359936088,Southeast Asian,0.409316123,Latino_Hispanic
Frank,Schwindel,0.999213815,1.28E-07,2.18E-05,4.86E-06,2.94E-06,0.000337709,0.000418759,White,0.999213815,White
Frankie,Montas,0.015230399,0.070089571,0.021626852,0.103672035,0.084743507,0.00077538,0.70386225,Latino_Hispanic,0.70386225,Latino_Hispanic
Franklin,German,0.294965982,0.001075824,0.000924416,0.00215069,0.003735267,0.040374022,0.656773806,Latino_Hispanic,0.656773806,White
Franmil,Reyes,4.15E-07,0.999898672,4.52E-07,6.22E-06,6.57E-05,1.47E-07,2.84E-05,Black,0.999898672,Black
Freddie,Freeman,0.998595536,5.58E-07,1.90E-05,9.99E-06,1.08E-05,0.000236885,0.001127259,White,0.998595536,White
Freddy,Fermin,0.025840918,9.85E-05,0.695167899,0.259038508,9.87E-05,5.05E-05,0.019704826,East Asian,0.695167899,White
Freddy,Peralta,0.005731967,0.230310291,0.002297389,0.040959299,0.262626082,0.004833134,0.453241825,Latino_Hispanic,0.453241825,Latino_Hispanic
Freddy,Tarnok,0.148648024,0.000169025,0.011068519,0.018105546,0.003772274,0.006889515,0.811347067,Latino_Hispanic,0.811347067,Southeast Asian
Gabe,Speier,0.999376714,1.22E-07,3.30E-06,1.30E-06,4.89E-06,0.000362163,0.000251543,White,0.999376714,White
Gabriel,Arias,0.006071905,0.042323716,0.000942629,0.010134816,0.018996857,0.000794001,0.920736074,Latino_Hispanic,0.920736074,Latino_Hispanic
Gabriel,Moreno,0.02380801,0.000446356,0.000317383,0.004173984,0.527961969,0.014893466,0.428398848,Indian,0.527961969,Latino_Hispanic
Garrett,Cleavinger,0.916857898,1.22E-05,0.037419405,0.007127658,6.14E-05,0.007678137,0.030843163,White,0.916857898,White
Garrett,Cooper,0.998500586,2.41E-07,0.000136246,3.57E-05,5.40E-06,5.12E-05,0.001270706,White,0.998500586,White
Garrett,Hampson,0.97600162,2.35E-06,0.000327403,0.000103945,0.00010514,0.008055673,0.015403882,White,0.97600162,White
Garrett,Hill,0.999321103,2.66E-08,1.81E-06,6.55E-07,8.60E-07,0.000560006,0.000115456,White,0.999321103,White
Garrett,Mitchell,0.682261288,2.59E-06,1.93E-05,2.01E-05,0.003163057,0.304227859,0.010305763,White,0.682261288,White
Garrett,Richards,0.962474346,8.22E-06,0.000738059,0.000371909,0.000191521,0.00414532,0.032070614,White,0.962474346,White
Garrett,Stubbs,0.062935725,0.00133964,0.000429911,0.001240085,0.009919706,0.007851033,0.916283965,Latino_Hispanic,0.916283965,White
Garrett,Whitlock,0.993211389,7.68E-07,1.95E-05,7.16E-06,8.11E-06,0.004890984,0.001862107,White,0.993211389,White
Gavin,Hollowell,0.989484012,6.54E-06,0.003562827,0.000688561,2.40E-05,0.002312685,0.003921364,White,0.989484012,White
Gavin,Lux,0.997715116,1.52E-07,2.83E-06,1.11E-06,1.46E-05,0.001846176,0.000419947,White,0.997715116,White
Gavin,Sheets,0.995450914,6.24E-07,3.36E-05,9.24E-06,3.09E-06,0.003265967,0.001236648,White,0.995450914,White
George,Kirby,0.935312808,3.98E-06,0.000144641,0.000150571,0.00010208,0.03311092,0.031175109,White,0.935312808,White
George,Springer,0.257066518,0.011443038,0.000710705,0.002119935,0.023809798,0.145752758,0.55909723,Latino_Hispanic,0.55909723,White
Geraldo,Perdomo,1.19E-05,0.997889459,2.10E-05,0.000231088,0.001572081,3.04E-06,0.000271473,Black,0.997889459,Black
Gerardo,Reyes,0.788640261,9.42E-05,0.000586281,0.000319672,0.002263466,0.059546381,0.148549765,White,0.788640261,Latino_Hispanic
Gerrit,Cole,0.998666883,2.79E-07,5.94E-05,1.59E-05,8.00E-06,0.000722092,0.000527511,White,0.998666883,White
Giancarlo,Stanton,0.039268106,0.014671098,0.001528199,0.021441501,0.100793153,0.055490334,0.766807556,Latino_Hispanic,0.766807556,Latino_Hispanic
Gilberto,Celestino,0.006627862,0.594000399,0.000110447,0.001426384,0.005814266,0.005958854,0.386061847,Black,0.594000399,Latino_Hispanic
Gio,Urshela,0.065982714,0.002143628,0.000606075,0.002807987,0.050112676,0.001197647,0.877149224,Latino_Hispanic,0.877149224,Latino_Hispanic
Giovanny,Gallegos,0.319707364,0.000794044,0.000510336,0.001567517,0.020345645,0.004507483,0.652567565,Latino_Hispanic,0.652567565,Latino_Hispanic
Glenn,Otto,0.994703352,8.77E-07,2.76E-05,1.56E-05,1.79E-05,0.000855663,0.004379005,White,0.994703352,White
Gleyber,Torres,0.042915013,0.000470094,0.023272024,0.025324205,0.004419998,0.003576845,0.900021851,Latino_Hispanic,0.900021851,Latino_Hispanic
Gosuke,Katoh,0.000618013,0.000110907,0.68966347,0.305537373,7.74E-05,2.95E-06,0.00398989,East Asian,0.68966347,East Asian
Graham,Ashcraft,0.958613694,8.57E-06,1.62E-05,1.31E-05,0.000220569,0.0234011,0.017726669,White,0.958613694,White
Grayson,Greiner,0.999871254,2.95E-08,5.43E-07,3.41E-07,3.47E-07,0.000114707,1.28E-05,White,0.999871254,White
Greg,Allen,1.83E-06,0.999347866,4.45E-06,9.20E-05,0.000443848,4.45E-07,0.000109646,Black,0.999347866,Black
Greg,Holland,0.968810797,3.01E-06,7.93E-05,3.22E-05,3.08E-05,0.029793913,0.00124998,White,0.968810797,White
Greg,Weissert,0.302512199,5.11E-05,0.000367158,0.00048608,0.002521763,0.069808237,0.624253452,Latino_Hispanic,0.624253452,White
Gregory,Santos,1.28E-05,0.999416471,2.23E-05,0.000206973,0.00016187,1.84E-06,0.00017779,Black,0.999416471,Black
Gregory,Soto,3.84E-06,0.99965632,4.56E-06,8.85E-05,3.04E-05,2.67E-07,0.000216211,Black,0.99965632,Black
Griffin,Jax,0.746245921,3.05E-05,0.000453915,0.000863421,0.000880743,0.006555113,0.244970277,White,0.746245921,White
Guillermo,Heredia,4.77E-07,0.999883533,5.91E-07,3.85E-06,9.82E-05,2.98E-07,1.30E-05,Black,0.999883533,Black
Gunnar,Henderson,0.999438941,2.16E-07,0.000191812,2.05E-05,1.24E-06,9.49E-05,0.000252393,White,0.999438941,White
Hansel,Robles,0.007688539,0.345347375,0.000921796,0.00418364,0.040263593,0.006166165,0.595428884,Latino_Hispanic,0.595428884,Latino_Hispanic
Hanser,Alberto,1.34E-05,0.998429239,1.51E-06,3.51E-05,0.000790538,4.21E-06,0.000725906,Black,0.998429239,Black
Harold,Castro,0.046900142,0.002150313,0.155694693,0.246588036,0.013230672,0.006564741,0.528871417,Latino_Hispanic,0.528871417,Latino_Hispanic
Harrison,Bader,0.999917507,2.56E-08,3.01E-06,2.99E-07,2.72E-07,2.87E-05,5.02E-05,White,0.999917507,White
Ha-Seong,Kim,0.000382094,1.99E-06,0.936090231,0.063103646,1.50E-05,1.50E-06,0.000405401,East Asian,0.936090231,East Asian
Hayden,Wesneski,0.999074936,2.08E-07,8.84E-06,2.78E-06,3.13E-06,0.000175316,0.000734769,White,0.999074936,White
Heath,Hembree,0.986480534,3.10E-06,0.000456457,0.000112335,3.44E-05,0.010905637,0.002007527,White,0.986480534,White
Hector,Neris,2.15E-07,0.999956846,2.89E-06,1.19E-05,1.51E-05,5.86E-07,1.24E-05,Black,0.999956846,Black
Heliot,Ramos,0.000306745,0.857606292,0.000314831,0.010990731,0.120656766,9.67E-05,0.010027949,Black,0.857606292,Black
Hirokazu,Sawamura,0.041998953,0.000407106,0.09496852,0.131339952,0.039839424,0.000433664,0.691012383,Latino_Hispanic,0.691012383,East Asian
Hoby,Milner,0.846877098,4.13E-05,0.000180411,0.000110414,0.002206244,0.027752033,0.122832537,White,0.846877098,White
Hoy,Park,0.001613266,4.99E-06,0.95704788,0.040727194,5.09E-05,2.11E-05,0.000534768,East Asian,0.95704788,East Asian
Huascar,Brazoban,6.65E-08,0.99990046,1.38E-06,2.66E-05,6.47E-05,9.05E-08,6.81E-06,Black,0.99990046,Black
Huascar,Ynoa,0.002306573,0.620180011,0.001358835,0.034625765,0.094139986,0.07956291,0.167825907,Black,0.620180011,Latino_Hispanic
Humberto,Castellanos,0.21781601,0.001692594,0.000999527,0.001105074,0.003931605,0.119178779,0.655276358,Latino_Hispanic,0.655276358,Latino_Hispanic
Hunter,Brown,0.993794203,1.09E-06,0.000155716,4.31E-05,3.22E-05,0.001045796,0.004927832,White,0.993794203,White
Hunter,Dozier,0.999604166,1.94E-07,7.06E-06,1.10E-06,1.89E-06,0.000286461,9.91E-05,White,0.999604166,White
Hunter,Gaddis,0.812701404,0.000600863,0.011353645,0.016692922,0.0011647,0.023404252,0.134082228,White,0.812701404,White
Hunter,Greene,1.90E-06,0.999777496,3.61E-06,4.52E-05,1.55E-05,6.38E-07,0.000155794,Black,0.999777496,Black
Hunter,Harvey,0.975676298,2.94E-06,0.001495661,0.000220843,5.53E-05,0.014093917,0.008455039,White,0.975676298,White
Hunter,Renfroe,0.999502063,1.54E-06,1.68E-05,4.38E-06,2.85E-06,0.000201304,0.000271095,White,0.999502063,White
Hunter,Strickland,0.938526273,1.02E-05,7.61E-06,2.62E-05,0.000167029,0.053843565,0.007419226,White,0.938526273,White
Hyun,Jin Ryu,0.000445644,9.95E-06,0.842150569,0.15637885,0.000116532,2.85E-06,0.000895552,East Asian,0.842150569,East Asian
Ian,Anderson,0.959012628,5.94E-06,0.00020705,0.000129128,0.000572978,0.012507328,0.027565071,White,0.959012628,White
Ian,Gibaut,0.932014823,1.35E-05,0.000249021,0.000355406,0.00051168,0.015562642,0.051292807,White,0.932014823,White
Ian,Hamilton,0.978026867,1.22E-05,0.004960068,0.000737728,2.80E-05,0.004416169,0.011818876,White,0.978026867,White
Ian,Happ,0.99881953,1.91E-06,0.000400497,3.26E-05,1.32E-06,0.000323605,0.000420527,White,0.99881953,White
Ian,Kennedy,0.984183431,1.00E-05,7.31E-05,7.48E-05,3.75E-05,0.00669857,0.008922542,White,0.984183431,White
Ildemaro,Vargas,0.054821342,0.001267402,0.43433553,0.221106634,0.002844554,0.000669242,0.284955323,East Asian,0.43433553,Latino_Hispanic
Isaac,Paredes,0.01906278,0.014851222,0.011089541,0.107689552,0.134731293,0.005878865,0.706696689,Latino_Hispanic,0.706696689,Latino_Hispanic
Isiah,Kiner-Falefa,0.005608977,2.64E-05,0.636861265,0.350534201,6.64E-05,9.52E-06,0.00689326,East Asian,0.636861265,Southeast Asian
Israel,Pineda,0.018071156,0.119823061,0.002347573,0.034359988,0.170373753,0.000925933,0.65409863,Latino_Hispanic,0.65409863,Latino_Hispanic
J.B.,Wendelken,0.997721016,1.42E-06,0.00010434,2.75E-05,8.00E-06,0.000991493,0.001146232,White,0.997721016,White
J.D.,Davis,0.996605396,3.65E-06,3.06E-06,1.72E-06,3.01E-05,0.001472571,0.001883506,White,0.996605396,White
J.D.,Martinez,0.448200464,0.000117156,0.000126846,0.000798356,0.01159431,0.017196519,0.521966338,Latino_Hispanic,0.521966338,Latino_Hispanic
J.J.,Matijevic,0.948532581,5.06E-05,0.000246256,0.000161608,0.000205451,0.01242153,0.038382009,White,0.948532581,White
J.P.,Crawford,0.006290667,0.058512814,0.012394461,0.152632043,0.165269718,0.000407041,0.60449326,Latino_Hispanic,0.60449326,Black
J.P.,Feyereisen,0.444333375,0.000354135,0.00017551,0.00044129,0.043428879,0.021553867,0.489712924,Latino_Hispanic,0.489712924,White
J.T.,Realmuto,0.986370206,1.31E-05,7.59E-05,4.00E-05,2.81E-05,0.00181935,0.011653251,White,0.986370206,White
Jace,Peterson,0.846873999,7.67E-05,0.000508474,0.00024792,0.000324158,0.012423561,0.139545143,White,0.846873999,White
Jack,Flaherty,0.415873945,0.002057911,0.000488014,0.000471369,0.006133145,0.02874269,0.546232998,Latino_Hispanic,0.546232998,White
Jack,Larsen,0.992163301,4.22E-07,2.90E-05,9.72E-06,2.47E-05,0.002830778,0.004941931,White,0.992163301,White
Jack,Mayfield,0.508457661,0.000985408,0.001218054,0.001358741,0.004569401,0.051437076,0.431973606,White,0.508457661,White
Jack,Suwinski,0.885077059,6.93E-05,0.003365684,0.002473493,0.000185877,0.000597759,0.108230852,White,0.885077059,White
Jackie,Bradley Jr.,1.37E-06,0.999590576,2.65E-06,6.42E-05,0.00028355,5.93E-07,5.70E-05,Black,0.999590576,Black
Jackson,Kowar,0.995445013,3.05E-06,1.85E-05,1.08E-05,2.06E-05,0.002554744,0.001947249,White,0.995445013,White
Jackson,Stephens,0.105863422,0.000164187,0.61166954,0.21164538,0.002234465,0.00122624,0.067196712,East Asian,0.61166954,White
Jackson,Tetreault,0.99775058,3.56E-06,1.91E-05,4.43E-06,5.36E-06,0.001246992,0.000969965,White,0.99775058,White
Jacob,Barnes,0.428571731,0.000191237,0.000851633,0.002133302,0.03745155,0.018331628,0.512468934,Latino_Hispanic,0.512468934,White
Jacob,deGrom,0.999140382,4.24E-07,2.88E-06,1.27E-06,4.82E-06,0.000329499,0.000520799,White,0.999140382,White
Jacob,Lemoine,0.767743409,1.68E-07,4.92E-07,6.68E-07,2.76E-05,0.231659621,0.0005681,White,0.767743409,White
Jacob,Stallings,0.927082837,7.31E-05,5.73E-05,0.000145004,0.003716306,0.004894759,0.064030677,White,0.927082837,White
Jake,Bird,0.947052896,2.44E-07,1.67E-06,1.25E-06,3.67E-05,0.052409947,0.000497287,White,0.947052896,White
Jake,Brentz,0.961719275,8.37E-05,5.30E-05,3.11E-05,0.00016208,0.014902432,0.023048241,White,0.961719275,White
Jake,Burger,0.999127924,2.46E-07,3.55E-06,1.31E-06,2.97E-06,0.000740759,0.000123289,White,0.999127924,White
Jake,Cave,0.998888791,1.76E-07,2.64E-05,7.40E-06,1.23E-05,0.000657384,0.000407405,White,0.998888791,White
Jake,Cousins,0.914538383,4.43E-06,0.000228569,4.92E-05,0.000545486,0.0801569,0.004477075,White,0.914538383,White
Jake,Cronenworth,0.999837279,2.88E-07,6.30E-05,7.43E-06,5.70E-07,1.03E-05,8.10E-05,White,0.999837279,White
Jake,Diekman,0.998148799,1.38E-07,2.83E-06,2.78E-06,5.82E-06,0.001557955,0.000281662,White,0.998148799,White
Jake,Fishman,0.97649914,5.20E-06,2.06E-05,8.88E-06,3.17E-05,0.021161588,0.002272964,White,0.97649914,White
Jake,Fraley,0.999839187,6.60E-07,8.10E-06,1.97E-06,6.72E-07,7.05E-05,7.88E-05,White,0.999839187,White
Jake,Hager,0.995110691,1.42E-06,5.71E-05,1.60E-05,3.75E-05,0.001256664,0.003520638,White,0.995110691,White
Jake,Lamb,0.998482764,6.26E-07,2.03E-05,6.73E-06,7.86E-06,0.00066902,0.000812665,White,0.998482764,White
Jake,Marisnick,0.776887119,1.47E-05,1.16E-05,2.18E-05,0.001739606,0.206364274,0.014960931,White,0.776887119,White
Jake,McCarthy,0.987851441,2.12E-06,9.42E-05,3.67E-05,7.01E-05,0.001018493,0.010927065,White,0.987851441,White
Jake,McGee,0.998372376,1.17E-06,6.80E-06,3.70E-06,1.83E-05,0.00065086,0.000946774,White,0.998372376,White
Jake,Meyers,0.999638319,1.94E-07,2.54E-05,4.55E-06,8.77E-07,3.80E-05,0.000292625,White,0.999638319,White
Jake,Odorizzi,0.976596892,7.09E-06,1.12E-05,9.84E-06,0.000115168,0.020193888,0.003065968,White,0.976596892,White
Jake,Reed,0.822771668,0.000147047,6.19E-05,0.00012663,0.001428018,0.006264347,0.169200391,White,0.822771668,White
Jake,Walsh,0.158749476,0.00124517,0.00022444,0.001427963,0.149172276,0.00884279,0.680337846,Latino_Hispanic,0.680337846,White
Jake,Woodford,0.999638796,1.79E-07,2.23E-05,3.39E-06,1.95E-06,0.000237607,9.58E-05,White,0.999638796,White
Jakob,Junis,0.603836358,0.000145704,0.000437754,0.000423884,0.00048683,0.002779389,0.391890019,White,0.603836358,White
Jalen,Beeks,0.83388114,1.18E-05,1.97E-05,8.76E-05,0.002134048,0.128843397,0.035022449,White,0.83388114,White
James,Kaprielian,0.971801579,1.26E-05,4.67E-05,1.71E-05,5.26E-05,0.024360808,0.00370869,White,0.971801579,White
James,Karinchak,0.962789416,5.85E-06,0.000284215,0.000196763,9.19E-05,0.001769653,0.03486219,White,0.962789416,White
James,McCann,0.857533097,1.02E-05,0.000207814,7.46E-05,0.000150744,0.001149781,0.140873745,White,0.857533097,White
James,Naile,0.9851408,3.36E-06,2.73E-05,3.17E-05,0.00015024,0.009586294,0.005060224,White,0.9851408,White
James,Norwood,0.708567441,5.63E-05,0.187110484,0.040812254,0.000902684,0.000791421,0.061759498,White,0.708567441,White
James,Outman,0.769196808,0.000104837,0.002518933,0.004436655,0.000929756,0.067123331,0.155689657,White,0.769196808,White
Jameson,Taillon,0.998965979,4.97E-07,2.04E-05,4.33E-06,9.38E-06,0.000505676,0.000493662,White,0.998965979,White
Jandel,Gustave,0.002267965,0.862603962,0.001155192,0.010259518,0.016054139,0.00176095,0.105898291,Black,0.862603962,Black
Janson,Junk,0.9987638,9.32E-08,5.20E-06,8.29E-07,6.23E-06,0.000903412,0.000320354,White,0.9987638,White
Jared,Koenig,0.999967575,6.08E-08,4.85E-06,7.13E-07,1.90E-07,6.24E-06,2.04E-05,White,0.999967575,White
Jared,Solomon,0.976487219,8.03E-06,4.33E-05,1.85E-05,2.92E-05,0.021228185,0.002185502,White,0.976487219,White
Jared,Walsh,0.991220176,9.90E-07,3.71E-06,1.59E-06,6.94E-05,0.007516285,0.001187798,White,0.991220176,White
Jared,Young,0.998821318,7.21E-07,2.42E-05,7.30E-06,8.29E-06,0.000203062,0.000935232,White,0.998821318,White
Jarred,Kelenic,0.998183429,1.61E-06,7.11E-05,2.92E-05,1.34E-05,0.001021966,0.000679217,White,0.998183429,White
Jarren,Duran,0.98980999,2.85E-06,5.77E-05,1.64E-05,1.37E-05,0.002048314,0.008051128,White,0.98980999,White
Jason,Adam,0.986364722,3.14E-06,8.70E-06,7.38E-06,0.000100421,0.005306664,0.008209052,White,0.986364722,White
Jason,Alexander,0.763471663,5.25E-05,0.000170449,9.54E-05,0.00317344,0.060046207,0.172990486,White,0.763471663,White
Jason,Castro,0.727997839,3.02E-05,0.000113,0.000110209,0.004651552,0.194952428,0.072144769,White,0.727997839,White
Jason,Delay,0.990790963,1.80E-06,3.76E-05,2.32E-05,7.06E-05,0.006275634,0.002800186,White,0.990790963,White
Jason,Foley,0.994210839,5.07E-07,2.38E-06,1.36E-06,1.20E-05,0.005471141,0.000301843,White,0.994210839,White
Jason,Heyward,4.25E-06,0.999093652,2.60E-06,5.12E-05,0.000565611,1.11E-06,0.000281526,Black,0.999093652,Black
Jason,Krizan,0.998753548,8.28E-07,1.83E-05,3.57E-06,6.66E-06,0.000524774,0.000692241,White,0.998753548,White
Jason,Vosler,0.991916478,2.69E-06,2.69E-05,1.25E-05,1.37E-05,0.000533425,0.007494293,White,0.991916478,White
Javier,Assad,0.175476685,3.77E-05,0.081225552,0.028000794,0.000661817,0.000112938,0.714484513,Latino_Hispanic,0.714484513,Latino_Hispanic
Javy,Guerra,0.122173041,0.001994121,0.004231956,0.007475737,0.014030685,0.007096117,0.842998326,Latino_Hispanic,0.842998326,Latino_Hispanic
Jay,Jackson,4.72E-05,0.946494639,0.001181158,0.041432228,0.006312182,9.19E-05,0.004440713,Black,0.946494639,Black
Jaylin,Davis,3.76E-05,0.997993588,2.90E-05,0.000237753,0.000255382,1.33E-06,0.001445227,Black,0.997993588,Black
Jazz,Chisholm Jr.,1.60E-08,0.999993563,4.90E-08,7.84E-07,4.08E-06,7.09E-09,1.44E-06,Black,0.999993563,Black
Jean,Segura,1.40E-05,0.995781898,4.19E-05,0.001255907,0.001519033,3.92E-06,0.001383308,Black,0.995781898,Black
Jed,Lowrie,0.911392331,1.33E-05,0.000231922,4.52E-05,6.72E-05,0.080769569,0.007480518,White,0.911392331,White
Jeff,Brigham,0.997157216,3.08E-06,4.67E-05,1.02E-05,6.36E-06,0.000765469,0.002010943,White,0.997157216,White
Jeff,Hoffman,0.828422427,6.83E-06,0.000153015,0.000182895,0.000172522,0.13077116,0.040291149,White,0.828422427,White
Jeff,McNeil,0.998501778,1.02E-06,3.67E-05,5.85E-06,1.04E-05,0.001148957,0.000295282,White,0.998501778,White
Jeffrey,Springs,0.983797252,1.14E-05,0.000525887,0.000191883,9.58E-05,0.003967397,0.011410474,White,0.983797252,White
Jeimer,Candelario,0.004744938,0.152566597,0.008436008,0.130813017,0.346910477,0.007916667,0.348612338,Latino_Hispanic,0.348612338,Latino_Hispanic
Jerad,Eickhoff,0.840180039,0.000290425,0.000522764,0.000533793,0.00075255,0.009412209,0.148308262,White,0.840180039,White
Jeremiah,Estrada,0.013526385,0.038599748,0.004354828,0.025879975,0.034691934,0.000933282,0.882013857,Latino_Hispanic,0.882013857,Latino_Hispanic
Jeremy,Beasley,0.911210954,0.000439536,0.001388787,0.001994314,0.000709442,0.004012109,0.080244876,White,0.911210954,White
Jermaine,Palacios,0.026462683,0.004738486,0.001335291,0.009743093,0.196300551,0.008533384,0.752886415,Latino_Hispanic,0.752886415,Latino_Hispanic
Jesse,Chavez,0.452031642,0.000404906,0.011936321,0.003758256,0.0307549,0.010365129,0.490748823,Latino_Hispanic,0.490748823,Latino_Hispanic
Jesse,Winker,0.842349052,1.38E-05,3.69E-05,3.28E-05,0.000963055,0.145892248,0.010712004,White,0.842349052,White
Jesus,Cruz,0.006173381,0.00136314,0.063924149,0.820266247,0.004060043,8.50E-05,0.104128011,Southeast Asian,0.820266247,Latino_Hispanic
Jesus,Tinoco,0.040497325,0.01431877,0.005870197,0.025767012,0.035660401,0.12930809,0.74857825,Latino_Hispanic,0.74857825,Latino_Hispanic
Jeter,Downs,3.61E-05,0.98055011,0.000129799,0.006188912,0.003687552,7.41E-06,0.009400236,Black,0.98055011,Black
Jeurys,Familia,0.006066842,0.496660292,0.020745693,0.128181338,0.095377177,0.00491337,0.248055384,Black,0.496660292,Black
Jharel,Cotton,2.00E-07,0.999709308,2.97E-07,7.50E-06,0.000261863,3.35E-08,2.07E-05,Black,0.999709308,Black
Jhoan,Duran,0.011323076,0.016409699,0.000277806,0.005173273,0.034206778,0.000949393,0.931659997,Latino_Hispanic,0.931659997,Latino_Hispanic
Jhon,Romero,0.005098161,0.00436983,0.114779465,0.700463951,0.021388659,0.000509544,0.153390393,Southeast Asian,0.700463951,Latino_Hispanic
Jhonathan,Diaz,0.636103749,0.000351279,0.00012592,4.21E-05,0.000670245,0.011344127,0.351362556,White,0.636103749,White
Ji,Hwan Bae,0.000317999,4.68E-06,0.945618451,0.053701788,2.45E-05,9.08E-07,0.000331679,East Asian,0.945618451,East Asian
Ji,Man Choi,9.59E-05,8.60E-07,0.969873309,0.029923543,1.05E-05,5.87E-07,9.52E-05,East Asian,0.969873309,East Asian
Jimmy,Herget,0.911939025,3.88E-05,0.001410914,0.001125219,0.001048948,0.037835002,0.046602115,White,0.911939025,White
Jimmy,Lambert,0.836272895,2.61E-06,4.20E-05,1.83E-05,2.18E-05,0.162873283,0.000769205,White,0.836272895,White
Jimmy,Yacabonis,0.989052832,2.20E-05,0.0001075,5.52E-05,0.000163615,0.006727955,0.003870875,White,0.989052832,White
JJ,Bleday,0.769277453,4.67E-05,0.000450056,0.000295726,0.003556422,0.044253767,0.182119966,White,0.769277453,White
Jo,Adell,2.44E-05,0.995271504,6.33E-05,0.000535174,0.001634473,8.40E-06,0.002462632,Black,0.995271504,Black
Joan,Adon,8.57E-05,0.987905622,0.000272741,0.001335642,0.002116178,0.000163971,0.008120131,Black,0.987905622,Black
Joc,Pederson,0.997112393,3.33E-07,3.22E-05,1.52E-05,9.01E-06,0.000219301,0.002611535,White,0.997112393,White
Joe,Barlow,0.997881234,1.16E-07,4.52E-06,1.74E-06,8.95E-06,0.001874093,0.000229376,White,0.997881234,White
Joe,Dunand,0.007375086,0.02711517,0.108384535,0.661631048,0.005964284,0.00045479,0.189075068,Southeast Asian,0.661631048,White
Joe,Kelly,0.963779747,4.37E-05,0.000264448,0.000129497,0.000295372,0.010280753,0.025206404,White,0.963779747,White
Joe,Mantiply,0.999322057,1.96E-07,2.33E-05,3.08E-06,3.81E-06,0.000169762,0.000477941,White,0.999322057,White
Joe,Musgrove,0.942334414,5.97E-05,2.27E-05,2.31E-05,0.000168213,0.025363198,0.03202872,White,0.942334414,White
Joe,Perez,0.901595831,1.15E-05,0.000920517,0.000546592,0.000485172,0.039911833,0.056528501,White,0.901595831,White
