First Name,Middle Name,Last Name,School,Image URL
Barbara Schneeman,,Schneeman,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Lawrence Schwankl,,Schwankl,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Seymour Schwartz,,Schwartz,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Thomas Scott,,Scott,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Irwin Segel,,Segel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
James Seiber,,Seiber,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Mir Shafii,,Shafii,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Douglas Shaw,,Shaw,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Roger Shaw,,Shaw,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
M Shelton,,Shelton,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
L Shepard,,Shepard,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
T Shibamoto,,Shibamoto,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Charles Shoemaker,,Shoemaker,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Sharon Shoemaker,,Shoemaker,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
M Silk,,Silk,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
M Singer,,Singer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
R. Paul Singh,Paul,Singh,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Gary Smith,,Smith,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Michael Smith,,Smith,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Richard Snyder,,Snyder,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Alvin Sokolow,,Sokolow,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Su-Tzai Soong,,Soong,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Randal Southard,,Southard,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
JoAnn Stabb,,Stabb,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Martha Stiles,,Stiles,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Michael Stimmann,,Stimmann,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Trevor Suslow,,Suslow,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
J Edward Taylor,Edward,Taylor,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/j_edward-taylor.jpg__125x150_q85_crop_subsampling-2_upscale.jpg?h=c9d13dd6&itok=ZtmZhXDO
Steven Temple,,Temple,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Beth Teviotdale,,Teviotdale,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
R Thayer,,Thayer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
James Thompson,,Thompson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Pamela Tom,,Tom,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Marilyn Townsend,,Townsend,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Robert Travis,,Travis,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Kent Tyler,,Tyler,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Susan Ustin,,Ustin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Raymond Valentine,,Valentine,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Neal Van Alfen,Van,Alfen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Mark Van Horn,Van,Horn,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Chris van Kessel,van,Kessel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Merna Villarejo,,Villarejo,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Ronald Voss,,Voss,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Wesley Wallender,,Wallender,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Craig Warden,,Warden,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Robert Washino,,Washino,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
B Weare,,Weare,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
W Weathers,,Weathers,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Robert Webster,,Webster,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
W Weidner,,Weidner,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Steven Weinbaum,,Weinbaum,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Kenneth Wells,,Wells,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Miriam Wells,,Wells,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
James Wilen,,Wilen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Larry Williams,,Williams,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Valerie Williamson,,Williamson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Martin Wilson,,Wilson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Carl Winter,,Winter,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Wray Winterlin,,Winterlin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Dorothy Woolley,,Woolley,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Joan Wright,,Wright,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Lin Wu,,Wu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Wesley Yates,,Yates,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Frank Zalom,,Zalom,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/171500display.jpg?h=345be249&itok=9kdVN3bI
Robert Zasoski,,Zasoski,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Gideon Zeidler,,Zeidler,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
S Zeronian,,Zeronian,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Sheri Zidenberg-Cherr,,Zidenberg-Cherr,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Majdi Abou Najm,Abou,Najm,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/7224-abou-najm.jpg?h=90a76ea9&itok=xQSp4y7c
Mark Agerton,,Agerton,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Agerton.jpg?h=345be249&itok=XXI9jjhc
Md Shamim Ahamed,Shamim,Ahamed,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/uc-davis-biological%20agricultural%20engineering%20assistant%20professor%20shamim%20ahamed.jpg?h=345be249&itok=c-7Kab5x
Mutez A. Ahmed,A.,Ahmed,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7579-ahmed.jpg?h=90a76ea9&itok=SctU50Bp
Maher Al Rwahnih,Al,Rwahnih,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Maher.jpg?h=bf372811&itok=K-Kk2ACg
Kassim Al-Khatib,,Al-Khatib,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Kassim%20Al-Khatib.jpeg?h=7ce96cc7&itok=Z7hU6X8V
Cort Anastasio,,Anastasio,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/1-anastasio.jpg?h=90a76ea9&itok=LXizcu3o
Gwendolyn Arnold,,Arnold,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/20130923_arnold_gwen_2.jpg?h=185c2b5a&itok=3zoA9SGd
Geoffrey Attardo,,Attardo,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal.jpeg?h=b8537231&itok=DSIvtJ6N
Lauren Au,,Au,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/LaurenAu_Headshot.jpeg?h=345be249&itok=q-g5YjnI
Brian Bailey,,Bailey,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal%20%281%29.jpeg?h=96974c68&itok=no4jQOX5
Enoch Baldwin,,Baldwin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Roger Baldwin,,Baldwin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/6141-baldwin.jpg?h=024e6026&itok=TRCtshxr
Jesus Barajas,,Barajas,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/avatar_huaa31ea0dc98568cf3ea71e525f848693_675519_270x270_fill_q75_lanczos_center.jpg?h=78b7a964&itok=RRs7o1YJ
Daniela Barile,,Barile,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Daniela-headshot-small.jpg?h=345be249&itok=njsLkITR
Megan Bartlett,,Bartlett,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Megan%20Bartlett.jpg?h=2752eaa8&itok=hnX3JiIV
Marissa Baskett,,Baskett,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/MBaskett2.jpg?h=5a3cb689&itok=ioV3B0G8
Kendra Baumgartner,,Baumgartner,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Timothy Beatty,,Beatty,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/cfans_asset_237224.jpg__175x210_q85_crop_subject_location-1496%2C1116_subsampling-2_upscale.jpg?h=24111c55&itok=2y75-z5B
Diane Beckles,,Beckles,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Beckles.jpg?h=345be249&itok=dz3GDbFk
David Begun,,Begun,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Alan Bennett,,Bennett,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Bennett.jpg?h=345be249&itok=CsZ7LXwG
Trish Berger,,Berger,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/berger_trish.jpg?h=345be249&itok=GhnA3R1b
Charlotte Biltekoff,,Biltekoff,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/biltekoff.jpg?h=345be249&itok=UYxWJaqV
Barbara Blanco-Ulate,,Blanco-Ulate,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal%20%284%29.jpeg?h=d4592fa4&itok=fsFZXlqn
Richard Blatchford,,Blatchford,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/blatchford_richard_0.jpg?h=345be249&itok=gJrDrH4R
David Block,,Block,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/dsc_0768_sept_22_sm.jpg?h=345be249&itok=7Fyh3_P6
Arnold Bloom,,Bloom,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Bloom.jpg?h=345be249&itok=XQIxhznS
Eduardo Blumwald,,Blumwald,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Blumwald.jpg?h=345be249&itok=y_WIvijG
Jason Bond,,Bond,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Ellen Bonnel,,Bonnel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Gail Bornhorst,,Bornhorst,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Gail_Bornhorst.jpg?h=345be249&itok=dvsAq_OO
Richard Bostock,,Bostock,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Bostock.jpg?h=bf372811&itok=aU7ES8LB
Stephen Boucher,,Boucher,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/uc-davis-coffee-center-associate-professor-steve-boucher.jpeg?h=345be249&itok=wn6j5EKu
Kyria Boundy-Mills,,Boundy-Mills,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Kyria%20Boundy-Mills_003.jpg?h=345be249&itok=1a2yiXUB
Joanne Brasch,,Brasch,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Noli Brazil,,Brazil,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal%20%287%29.jpeg?h=e4b79e59&itok=73BQKlKz
Catherine Brinkley,,Brinkley,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal%20%288%29.jpeg?h=96974c68&itok=UtZJZtOT
Anne Britt,,Britt,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Patrick H. Brown,H.,Brown,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/phbrown_0.jpg?h=345be249&itok=SEaEfxv6
Patrick James J. Brown,James J.,Brown,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/pjbrown_1.jpg?h=345be249&itok=ukmS8siJ
Greg Browne,,Browne,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Edward Charlie Brummer,Charlie,Brummer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Brummer.jpg?h=345be249&itok=N8r9K45m
Tom Buckley,,Buckley,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal%20%289%29.jpeg?h=96974c68&itok=Mq3loBRK
Ken Burtis,,Burtis,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Mary Cadenasso,,Cadenasso,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Cadenasso.jpg?h=345be249&itok=xJyyX4qK
Judy Callis,,Callis,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Clare Cannon,,Cannon,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/IMG_4230_%282%29.jpg?h=274598bf&itok=x3ZBd-Rk
Dario Cantu,,Cantu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal_0.jpeg?h=a081466d&itok=yEmpJCC6
James Carey,,Carey,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/306804display.png?h=345be249&itok=kygZua_U
Scott Carroll,,Carroll,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
E. Carstens,,Carstens,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Colin Carter,,Carter,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/img_1109.jpg__175x210_q85_crop_subject_location-1454%2C1397_subsampling-2_upscale.jpg?h=24111c55&itok=I6AAhhEO
Michael R. Carter,R.,Carter,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Michael%20Carter%20AMA.jpg?h=345be249&itok=sgAN49-Z
Clare Casteel,,Casteel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Brittany Chambers,,Chambers,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/BDC_Profile%20Pic.jpg?h=345be249&itok=qj2vGn3U
Shu-Hua Chen,,Chen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/6-chen.jpg?h=7235bf13&itok=iX_Kwb9h
Zhe Chen,,Chen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/hde_chen_zhe.jpg?h=345be249&itok=CnMOmOi2
Hao Cheng,,Cheng,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/cheng_hao.jpg?h=345be249&itok=43tCuM-c
R Holland Cheng,Holland,Cheng,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Roger T. Chetelat,T.,Chetelat,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Chetelat.jpg?h=345be249&itok=4C6orBa_
Joanna Chiu,,Chiu,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/139849display.jpg?h=345be249&itok=ZShYTKbK
Daniel Ewon Choe,Ewon,Choe,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/2018%20HeadShot%20DEC.jpg?h=345be249&itok=leeqnmI3
Maria Chondronikola,,Chondronikola,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/chondronikola_maria.jpeg?h=345be249&itok=Gh21MFQk
Gitta Coaker,,Coaker,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/coacker2.jpg?h=345be249&itok=u-2Lg01w
Fred Conte,,Conte,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/conte_fred.jpg?h=345be249&itok=Vlu78FPT
Douglas R. Cook,R.,Cook,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Douglas-Cook.png?h=bd2bb1c3&itok=ftsSB5Lo
