First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground Truth
Jonathan Davis,,3.48E-06,0.999238968,0.00069819,5.94E-05,Black,Black
Jonathan Heasley,,0.376949042,0.193139941,0.019473311,0.410437763,Other,White
Jonathan Hernández,,0.087427884,0.052346446,0.074013217,0.786212526,Other,Other
Jonathan India,,0.015838312,0.512114048,0.044700965,0.42734666,Black,White
Jonathan Loáisiga,,0.0005893,0.004300184,0.98843431,0.006676149,Asian,Other
Jonathan Schoop,,6.63E-05,0.705133021,0.291574037,0.00322657,Black,Black
Jonathan Villar,,0.00235254,0.070578463,0.745401989,0.18166694,Asian,Other
Jordan Diaz,,0.124425471,0.017264277,0.223267093,0.635043137,Other,Other
Jordan Groshans,,0.937967181,0.000233329,0.001384489,0.060415147,White,White
Jordan Hicks,,0.016742235,0.110503025,0.044819807,0.827934962,Other,White
Jordan Holloway,,0.918130934,8.39E-05,0.00108647,0.08069866,White,White
Jordan Luplow,,0.721788466,0.011969214,0.079934376,0.186308004,White,White
Jordan Lyles,,0.53302294,0.003105199,0.007171059,0.456700779,White,White
Jordan Montgomery,,0.256532699,0.078709856,0.191221975,0.473535523,Other,White
Jordan Romano,,0.409452617,0.16853781,0.124263678,0.29774582,White,White
Jordan Sheffield,,0.001211458,0.918804228,0.012493552,0.067490769,Black,White
Jordan Weems,,0.96028465,9.53E-05,0.022730413,0.016889577,White,Black
Jorge Alcala,,0.000354021,0.417862236,0.567541648,0.014242115,Asian,Black
Jorge Alfaro,,0.013797644,0.288006514,0.635596651,0.062599192,Asian,Other
Jorge López,,0.051714588,0.156594411,0.41227243,0.379418554,Asian,Other
Jorge Mateo,,1.09E-05,0.994381845,0.005311353,0.000295896,Black,Black
Jorge Polanco,,0.000136296,0.056572892,0.933948032,0.009342706,Asian,Black
Jorge Soler,,2.14E-05,0.96631819,0.032738689,0.000921813,Black,Black
Jose Altuve,,0.004297184,0.001270867,0.974266321,0.020165592,Asian,Other
Jose Alvarez,,0.276499331,0.007151503,0.003370464,0.712978758,Other,Other
Jose Barrero,,3.24E-05,0.992019594,0.005908974,0.002038987,Black,Black
Jose Butto,,0.020929433,0.000458186,0.96909716,0.009515188,Asian,White
Jose Cuas,,6.64E-05,0.614807367,0.376320914,0.008805388,Black,Black
Jose Herrera,,0.000826397,0.000635251,0.995601609,0.002936744,Asian,Other
Jose Marte,,0.011945865,0.279305577,0.2316596,0.477088928,Other,Black
Jose Miranda,,0.168608099,0.000218616,0.811933602,0.019239638,Asian,Other
Jose Rojas,,0.000527536,0.81936723,0.13912355,0.040981729,Black,Black
Jose Siri,,0.04795346,0.142412066,0.020739188,0.788895221,Other,Other
Jose Trevino,,0.017933153,0.000369729,0.959175711,0.022521408,Asian,Other
Josh Bell,,0.000708643,0.975317717,0.021211477,0.002762101,Black,Black
Josh Donaldson,,0.048622485,0.000254518,0.94616661,0.004956367,Asian,White
Josh Fleming,,0.004804086,0.006983876,0.971529988,0.016682127,Asian,White
Josh H. Smith,,0.610510111,0.000313812,0.003914865,0.385261197,White,White
Josh Hader,,0.009276067,0.001250654,0.982947034,0.006526232,Asian,White
Josh Harrison,,2.39E-06,0.99953258,0.000412982,5.21E-05,Black,Black
Josh Jung,,0.972064018,0.00018349,0.017819134,0.00993341,White,White
Josh Lester,,0.003195068,5.46E-05,0.996210971,0.000539316,Asian,White
Josh Lowe,,0.394537479,0.019662885,0.008428601,0.577370912,Other,White
Josh Naylor,,0.10403908,0.211781293,0.038371359,0.645808257,Other,White
Josh Palacios,,1.29E-05,0.995530427,0.003589184,0.000867428,Black,Other
Josh Rogers,,0.16605036,0.007179456,0.809059225,0.017710899,Asian,White
Josh Rojas,,0.10157571,0.008142087,0.012847859,0.877434358,Other,Other
Josh Sborz,,0.988917589,3.99E-05,0.000420637,0.010621876,White,White
Josh Staumont,,0.259568453,0.001213296,0.007967264,0.73125104,Other,White
Josh VanMeter,,0.95797646,0.000153441,0.004279614,0.037590564,White,White
Josh Winckowski,,0.837144971,0.000141684,0.119523741,0.043189555,White,White
Josh Winder,,0.871207237,0.000552684,0.041857189,0.086382983,White,White
Josiah Gray,,4.45E-05,0.97045362,0.028253249,0.001248576,Black,Black
José Abreu,,0.003467489,0.004607669,0.976900932,0.01502392,Asian,Other
José Alvarado,,3.76E-05,0.003099748,0.996080581,0.000782062,Asian,Other
José Azocar,,1.24E-05,0.199971989,0.798455434,0.001560257,Asian,Other
José Berríos,,0.003290955,0.006738456,0.979258706,0.010711947,Asian,White
José Castillo,,0.062383659,0.02851307,0.431482783,0.47762051,Other,Other
José Cisnero,,5.77E-06,0.992924809,0.006709773,0.000359715,Black,Black
José Godoy,,0.007472107,0.626397908,0.041150077,0.324979933,Black,Other
José Iglesias,,0.107980706,0.002292967,0.091658315,0.798068076,Other,Other
José Leclerc,,0.00144857,0.304180831,0.609553698,0.08481695,Asian,Other
José Quijada,,0.01271919,0.02179883,0.314610569,0.650871399,Other,Other
José Quintana,,2.73E-05,0.000807173,0.997795563,0.001369947,Asian,Other
José Ramírez,,4.43E-05,0.991481304,0.006786455,0.001687897,Black,Black
José Ruiz,,0.00090984,0.001362708,0.966588112,0.031139313,Asian,Other
José  Suarez,,0.361160249,0.001802054,0.00504643,0.631991299,Other,Other
José Ureña,,2.94E-05,0.99362731,0.005716008,0.000627339,Black,Black
José Urquidy,,0.045259681,0.130084321,0.723756674,0.100899313,Asian,Other
Jovani Moran,,0.042919274,0.07117641,0.635669779,0.25023447,Asian,Other
Juan Lagares,,0.258324832,0.010671576,0.090641322,0.640362279,Other,Other
Juan Minaya,,0.003298422,0.493319273,0.131942057,0.371440316,Black,Black
Juan Soto,,0.000165858,0.041195288,0.945634237,0.013004555,Asian,Black
Juan Yepez,,0.231600955,0.016283406,0.048418,0.703697696,Other,Other
Julian Merryweather,,0.829146862,0.002665775,0.002637054,0.165550265,White,White
Julio Rodríguez,,0.00070684,0.948703587,0.018467296,0.032122313,Black,Black
Julio Urías,,0.014223351,0.011061587,0.882531751,0.092183289,Asian,Other
Junior Fernández,,0.047012638,0.007739494,0.031029769,0.914218023,Other,Other
Jurickson Profar,,1.83E-06,0.95331198,0.046432158,0.000253956,Black,Black
Justin Bruihl,,0.726361156,0.000666779,0.099733157,0.173238844,White,White
Justin Dunn,,3.89E-06,0.996855021,0.002965172,0.000175892,Black,Black
Justin Grimm,,0.777484417,0.002345008,0.023667642,0.196502909,White,White
Justin Lawrence,,0.012790623,0.222137824,0.628155113,0.136916405,Asian,White
Justin Steele,,0.96927917,0.000100985,0.010098976,0.020520831,White,White
Justin Topa,,0.898575544,0.001685262,0.004281155,0.095457993,White,White
Justin Turner,,0.008358398,0.005761983,0.97309165,0.012787992,Asian,White
Justin Upton,,5.10E-05,0.974988937,0.020840144,0.004119951,Black,Black
Justin Verlander,,0.653744459,0.005725691,0.191371331,0.149158588,White,White
Justin Wilson,,0.901012778,0.001066955,0.004096707,0.093823612,White,White
Justus Sheffield,,0.005847994,0.282516778,0.169913854,0.541721394,Other,Other
Ka'ai Tom,,0.003953884,0.801630139,0.14968138,0.044734548,Black,Other
Kaleb Ort,,0.051223397,0.011535327,0.918848408,0.018392787,Asian,White
Ke'Bryan Hayes,,0.0001494,0.635354161,0.349299813,0.01519663,Black,Black
Keegan Akin,,0.695429206,0.000569012,0.017119145,0.286882631,White,White
Keegan Thompson,,0.093875252,4.71E-05,0.90075162,0.005326051,Asian,White
Keibert Ruiz,,0.001156945,0.62681365,0.065133596,0.306895853,Black,Other
Kelvin Gutiérrez,,0.000196371,0.857728839,0.129576538,0.012498237,Black,Black
Ken Giles,,0.169215351,0.092697866,0.2999863,0.438100472,Other,White
Ken Waldichuk,,0.571108699,0.000115304,0.027962503,0.400813507,White,White
Kendall Graveman,,0.418003291,0.187058911,0.01586979,0.379068084,White,White
Kenley Jansen,,0.000277702,0.816764474,0.175990195,0.006967633,Black,Black
Kenny Rosenberg,,0.915444732,0.0013036,0.040446059,0.042805532,White,White
Kerry Carpenter,,0.86973381,0.000109915,0.002175415,0.127980726,White,White
Kervin Castro,,0.001325454,0.000791972,0.9880259,0.009856705,Asian,Other
Keston Hiura,,0.000330443,3.67E-05,0.999301579,0.000331217,Asian,Asian
Ketel Marte,,5.05E-05,0.993229389,0.004347757,0.002372378,Black,Black
Kevin Gausman,,0.979977906,0.000699085,0.006395571,0.012927428,White,White
Kevin Ginkel,,0.161678717,0.064544514,0.02966439,0.744112406,Other,White
Kevin Herget,,0.049928494,0.038130324,0.151363252,0.760577895,Other,White
Kevin Kiermaier,,0.38859719,0.307372332,0.0688552,0.235175364,White,White
Kevin Newman,,0.86003232,0.002560629,0.021233761,0.116173337,White,White
Kevin Padlo,,0.702678442,0.001123344,0.096903136,0.199295086,White,White
Kevin Pillar,,0.019292332,0.090299204,0.221806487,0.668601967,Other,White
Kevin Plawecki,,0.888354123,0.009229587,0.014176237,0.088240175,White,White
Kevin Smith,,0.115533955,0.000217788,0.003917245,0.880331041,Other,White
Keynan Middleton,,0.000914746,0.813037097,0.14048889,0.045559312,Black,Black
Khalil Lee,,1.36E-05,0.997885406,0.00174854,0.000352475,Black,Black
Kirby Snead,,0.668216884,0.008121694,0.191856352,0.131804965,White,White
Kirby Yates,,0.150219575,0.01146476,0.776108807,0.06220687,Asian,White
Kirk McCarty,,0.514336765,0.006373509,0.048463709,0.430826083,White,White
Kodi Whitley,,0.107179724,0.165201545,0.424363772,0.303254984,Asian,White
Kody Clemens,,0.355464786,0.016575299,0.394960103,0.232999817,Asian,White
Kohei Arihara,,0.086903647,0.004103355,0.887117444,0.021875551,Asian,Asian
Kolby Allard,,0.056520317,0.000101639,0.940661112,0.002716948,Asian,White
Kole Calhoun,,0.040986151,0.000140558,0.957062354,0.001810996,Asian,White
Kolten Wong,,0.006887379,0.147579163,0.407390445,0.438143052,Other,Other
Konnor Pilkington,,0.841539264,0.003728681,0.036411895,0.118320145,White,White
Korey Lee,,0.026815614,0.000109639,0.966450826,0.006623882,Asian,White
Kramer Robertson,,0.985525966,0.000253776,0.001879036,0.012341087,White,White
Kris Bryant,,0.141136348,0.032809418,0.052906172,0.773148097,Other,White
Kris Bubic,,0.994059682,5.46E-06,0.004333198,0.001601745,White,White
Kurt Suzuki,,0.000279279,0.000972318,0.996785931,0.001962456,Asian,Asian
Kutter Crawford,,0.310215354,0.016164944,0.031414124,0.642205551,Other,White
Kyle Barraclough,,0.087484129,0.060472641,0.366302839,0.485740397,Other,White
Kyle Bradish,,0.294934243,0.000243985,0.700547788,0.004274032,Asian,White
Kyle Crick,,0.989332914,3.98E-05,0.001015911,0.009611376,White,White
Kyle Dowdy,,0.24125354,0.002119787,0.669353657,0.087273007,Asian,White
Kyle Farmer,,0.356571317,0.001850547,0.49695839,0.144619673,Asian,White
Kyle Finnegan,,0.677535772,0.001599903,0.292688599,0.028175715,White,White
Kyle Freeland,,0.273087621,0.198298633,0.32537782,0.203235984,Asian,White
Kyle Garlick,,0.903019428,0.000367083,0.003303894,0.0933096,White,White
Kyle Gibson,,0.618243396,0.000566934,0.311542467,0.06964729,White,White
Kyle Hendricks,,0.73727262,0.000289477,0.241302448,0.021135509,White,White
Kyle Higashioka,,0.131077811,0.000137274,0.801768269,0.06701665,Asian,Other
Kyle Isbel,,0.215629637,0.033005375,0.626657785,0.124707181,Asian,White
Kyle Lewis,,1.31E-05,0.994120181,0.005470149,0.000396558,Black,Black
Kyle Muller,,0.016561992,0.003109945,0.04939688,0.930931162,Other,White
Kyle Nelson,,0.138178214,0.006065685,0.825532318,0.030223761,Asian,White
Kyle Schwarber,,0.275964469,0.013508954,0.18270435,0.527822211,Other,White
Kyle Stowers,,0.024804318,8.53E-05,0.972373842,0.002736567,Asian,White
Kyle Tucker,,0.374109358,0.000255138,0.002544963,0.623090521,Other,White
Kyle Tyler,,0.849379778,1.54E-05,0.000657597,0.149947269,White,White
Kyle Wright,,0.96908468,0.000102844,0.003382155,0.027430389,White,White
LaMonte Wade Jr.,,0.00443233,0.16077593,0.410459045,0.424332678,Other,Other
Lance Lynn,,0.049020555,0.004021801,0.933688566,0.013269059,Asian,White
Lance McCullers Jr.,,0.041913819,0.526250184,0.115353606,0.316482309,Black,White
Lane Thomas,,0.962575316,0.000130128,0.005693697,0.031600909,White,White
Lars Nootbaar,,0.250450253,0.096905567,0.143353927,0.509290265,Other,White
Lenyn Sosa,,0.000470064,0.068801388,0.88184032,0.048888125,Asian,Other
Leody Taveras,,0.000294462,0.884432614,0.086974891,0.028298129,Black,Black
Leury Garcia,,0.000457358,0.960118473,0.016186814,0.023237378,Black,Black
Lewin Díaz,,0.000237891,0.704542398,0.273033191,0.022186534,Black,Black
Lewis Brinson,,7.48E-05,0.949792266,0.045103177,0.0050298,Black,Black
Liam Hendriks,,0.954687715,0.001288213,0.000821455,0.043202656,White,White
Liover Peguero,,8.07E-06,0.991280854,0.008052205,0.000659028,Black,Black
Livan Soto,,0.005730601,0.211002156,0.297875299,0.485391938,Other,White
Locke St. John,,0.96816963,6.18E-05,0.001021532,0.030747012,White,White
Logan Allen,,0.034303088,0.521009505,0.176178107,0.268509328,Black,White
Logan Gilbert,,0.871868789,0.000261936,0.002434881,0.125434451,White,White
Logan Gillaspie,,0.874816477,0.000790623,0.069199398,0.055193461,White,White
Logan O'Hoppe,,0.951069593,0.000141828,0.004363592,0.04442499,White,White
Logan Webb,,0.698318541,0.000428619,0.244966644,0.056286194,White,White
Lorenzo Cain,,0.000398002,0.563510835,0.428060177,0.008030983,Black,Black
Lou Trivino,,0.159950882,0.000281804,0.795991839,0.04377549,Asian,White
Louie Varland,,0.911221564,0.000615077,0.054514945,0.033648536,White,White
Louis Head,,0.566507876,0.002022861,0.143617509,0.287851736,White,White
Lourdes Gurriel Jr.,,0.000270026,0.022087369,0.968115014,0.009527591,Asian,Other
Lucas Gilbreath,,0.335747182,0.219019353,0.043607672,0.40162579,Other,White
Lucas Giolito,,0.013980061,0.188224256,0.505895632,0.291900025,Asian,White
Lucas Luetge,,0.160244003,0.345037401,0.026037203,0.46868138,Other,White
Lucas Sims,,0.505032778,9.68E-05,0.466699363,0.028170943,White,White
Lucius Fox,,5.24E-05,0.977800846,0.019050318,0.003096545,Black,Black
Luis Arraez,,0.001958803,0.054865859,0.792288786,0.150886554,Asian,Other
Luis Barrera,,0.485232025,0.071887843,0.033414927,0.409465196,White,Other
Luis Campusano,,0.001311279,0.108561523,0.817993788,0.072133349,Asian,Black
Luis Castillo,,0.001280078,0.897523463,0.061379315,0.039817004,Black,Other
Luis Cessa,,0.014989814,0.000599675,0.846270212,0.138140269,Asian,Other
Luis Frías,,0.000456557,0.767285228,0.199730423,0.032527762,Black,Black
Luis Garcia,,7.35E-05,0.059668992,0.935170112,0.005087351,Asian,Other
Luis García,,0.005230126,0.408530325,0.127825216,0.458414309,Other,Other
Luis Gil,,0.000152461,0.001157809,0.996554365,0.002135354,Asian,Other
Luis González,,0.808768749,0.006564773,0.007576501,0.177089848,White,White
Luis Guillorme,,0.209976614,0.036252275,0.602410676,0.15136043,Asian,White
Luis Liberato,,0.009145907,0.368192583,0.135847509,0.486814059,Other,Other
Luis Ortiz,,0.004397826,0.019161876,0.680060939,0.29637933,Asian,Other
Luis Patiño,,0.000390277,0.006180402,0.984678513,0.0087508,Asian,Black
Luis Perdomo,,0.000867153,0.659033716,0.322963301,0.017135818,Black,Black
Luis Rengifo,,0.000106889,0.947147429,0.049088057,0.003657608,Black,Black
Luis Robert Jr.,,1.68E-05,0.998540878,0.001272093,0.000170125,Black,Black
Luis Severino,,1.53E-05,0.988028288,0.011121584,0.00083485,Black,Black
Luis Torrens,,0.095268346,0.637655377,0.118422098,0.148654154,Black,White
Luis Urías,,0.396914899,0.000576202,0.408528826,0.193980075,Asian,Other
Luke Bard,,0.193877503,0.642850518,0.032063101,0.131208949,Black,White
Luke Barker,,0.735578477,0.004732418,0.008811276,0.25087788,White,White
Luke Farrell,,0.644272923,0.000362701,0.336468586,0.018895767,White,White
Luke Maile,,0.020860834,0.002021888,0.541157329,0.435959965,Asian,White
Luke Raley,,0.960561991,0.000205182,0.001032911,0.038199877,White,White
Luke Voit,,0.764599442,0.000396698,0.005033492,0.229970314,White,White
Luke Weaver,,0.538455188,0.000620475,0.014913896,0.446010426,White,White
Luke Williams,,0.733472168,0.000477273,0.003351595,0.262699008,White,White
MJ Melendez,,0.000504555,0.556461811,0.427657682,0.015375987,Black,Other
MacKenzie Gore,,0.840796053,9.67E-05,0.053290001,0.105817335,White,White
Madison Bumgarner,,0.093605146,0.165487826,0.039634431,0.701272521,Other,White
Magneuris Sierra,,1.50E-05,0.997799814,0.001764618,0.00042054,Black,Black
Maikel Franco,,2.03E-05,0.996351719,0.002226071,0.00140179,Black,Black
Maikel Garcia,,0.000119525,0.957995713,0.036170715,0.00571409,Black,Black
Manny Bañuelos,,0.009534883,6.77E-05,0.967794824,0.02260264,Asian,Other
Manny Machado,,0.039855357,0.003399812,0.689609911,0.267134935,Asian,Other
Manny Piña,,0.038280703,0.02361561,0.016223187,0.921880431,Other,Other
Manuel Margot,,8.85E-06,0.998694241,0.00111643,0.000180541,Black,Black
Manuel Rodríguez,,0.001115248,0.001343702,0.983993901,0.013547124,Asian,Other
Marcell Ozuna,,1.01E-05,0.998810649,0.00077763,0.000401746,Black,Black
Marco Gonzales,,0.007762406,0.008125994,0.94235235,0.041759268,Asian,Other
Marcos Diplán,,0.00100043,0.008051891,0.950819612,0.040127981,Asian,Other
Marcus Semien,,0.000204025,0.956612945,0.039769178,0.003413879,Black,Black
Marcus Stroman,,0.00058044,0.697330415,0.289557426,0.012531746,Black,Black
Marcus Wilson,,0.000107632,0.91907984,0.075890196,0.004922282,Black,Black
Mario Feliciano,,0.13286078,0.007029712,0.031417108,0.828692421,Other,Other
Mark Appel,,0.368273586,0.002775479,0.036558349,0.59239259,Other,White
Mark Canha,,0.701325417,0.00593747,0.152535179,0.140201926,White,White
Mark Contreras,,0.023784295,0.050223526,0.655114519,0.270877685,Asian,Other
Mark Kolozsvary,,0.289954007,0.053265743,0.259833037,0.396947198,Other,White
Mark Leiter Jr.,,0.994697571,1.95E-05,0.000314523,0.004968407,White,White
Mark Mathias,,0.444131494,0.000102314,0.081847735,0.473918423,Other,White
Mark Melancon,,0.357718647,0.001367945,0.611727605,0.029185878,Asian,White
Mark Payton,,0.121248819,0.029120198,0.02471653,0.82491447,Other,White
Mark Vientos,,0.004484664,0.025016056,0.901521883,0.06897733,Asian,Other
Martín Maldonado,,0.000338213,0.023113405,0.966648366,0.009900014,Asian,Black
Martín Pérez,,0.18676807,0.002905807,0.10780598,0.702520162,Other,Other
Marwin Gonzalez,,0.302415043,0.002464838,0.075250799,0.619869329,Other,Other
Mason Thompson,,0.899556577,0.000442186,0.08792594,0.012075284,White,White
Matt Barnes,,0.159952506,0.001088178,0.002883278,0.836076118,Other,White
Matt Beaty,,0.978609145,7.65E-05,0.001369849,0.01994459,White,White
Matt Brash,,0.929812551,0.000328532,0.00672119,0.063137652,White,White
Matt Bush,,0.0393009,0.007983824,0.103075785,0.849639505,Other,White
Matt Carpenter,,0.147182465,0.001148219,0.068874374,0.782794923,Other,White
Matt Chapman,,0.049251828,0.005986456,0.811106973,0.133654777,Asian,White
Matt Davidson,,0.485074341,0.012666713,0.061621075,0.440637864,White,White
Matt Dermody,,0.046573296,0.014739653,0.67106376,0.267623316,Asian,White
Matt Duffy,,0.996056318,3.38E-05,0.00029355,0.003616403,White,White
Matt Festa,,0.779953837,0.012252084,0.095572838,0.112221215,White,White
Matt Foster,,0.892775536,0.000114802,0.0118227,0.095287044,White,White
Matt Gage,,0.081050061,0.00245855,0.882871345,0.033619931,Asian,White
Matt Koch,,0.367820829,0.045510851,0.144874489,0.441793859,Other,White
Matt Manning,,0.821803451,0.000558095,0.049735892,0.127902534,White,White
Matt Moore,,0.104601733,0.00772691,0.014226796,0.87344458,Other,White
Matt Olson,,0.623067141,0.004224766,0.034407489,0.338300638,White,White
Matt Peacock,,0.028733153,0.795974314,0.035969357,0.139323212,Black,White
Matt Reynolds,,0.287413359,0.009713819,0.028979364,0.673893481,Other,White
Matt Strahm,,0.309331,0.28928563,0.005575094,0.395808317,Other,White
Matt Swarmer,,0.556057572,0.000428404,0.220872875,0.222641066,White,White
Matt Thaiss,,0.720385373,0.000633137,0.250844447,0.028137035,White,White
Matt Vierling,,0.915841877,0.004102575,0.023767006,0.056288587,White,White
Matt Wallner,,0.538933098,0.009832112,0.017370415,0.433864333,White,White
Matt Wisler,,0.05414395,0.007688148,0.727700735,0.210467176,Asian,White
Matthew Batten,,0.707724273,0.00024698,0.154772683,0.137255987,White,White
Matthew Boyd,,0.761418223,0.008529989,0.01023887,0.219812848,White,White
Matthew Liberatore,,0.989783227,2.28E-05,0.001068345,0.009125551,White,White
Mauricio Dubón,,0.000643243,0.003600405,0.979148032,0.016608401,Asian,Other
Mauricio Llovera,,0.090149432,0.005194094,0.015027335,0.889629111,Other,Other
Max Castillo,,0.002673307,0.104534879,0.578585155,0.314206641,Asian,Other
Max Fried,,0.763439119,0.000177943,0.178454289,0.057928616,White,White
Max Kepler,,0.991275907,1.50E-05,0.001213912,0.007495088,White,White
Max Kranick,,0.703481376,9.31E-05,0.000644799,0.295780679,White,White
Max Meyer,,0.986137152,7.45E-05,0.00322453,0.01056378,White,White
Max Muncy,,0.42212075,0.047298763,0.061636839,0.468943626,Other,White
Max Scherzer,,0.269966543,0.030511986,0.642980555,0.056540903,Asian,White
Max Schrock,,0.033042267,0.002784564,0.001629885,0.962543398,Other,White
Max Stassi,,0.995213985,1.08E-05,0.000225316,0.004549781,White,White
Meibrys Viloria,,0.000533394,0.637713909,0.317994371,0.043758369,Black,Black
Merrill Kelly,,0.933805883,0.000359402,0.007558705,0.058275935,White,White
Michael A. Taylor,,3.81E-06,0.999366939,0.000472379,0.000156888,Black,Black
Michael Brantley,,0.004230517,0.031334791,0.713001661,0.251433003,Asian,Other
Michael Chavis,,0.073410757,0.26882416,0.035736034,0.622029006,Other,White
Michael Feliz,,7.89E-05,0.981141627,0.005703812,0.013075668,Black,Black
Michael Fulmer,,0.504783273,0.003781156,0.019907881,0.471527696,White,White
Michael Grove,,0.473568529,0.000884674,0.004982148,0.520564683,Other,White
Michael Harris II,,4.48E-06,0.997138023,0.002669821,0.000187568,Black,Black
Michael Hermosillo,,0.000119506,0.000298754,0.997605663,0.001976146,Asian,OTher
Michael Kelly,,0.016477326,0.85863781,0.039542983,0.085341878,Black,White
Michael King,,0.491172642,0.000348966,0.390095547,0.118382778,White,White
Michael Kopech,,0.602797747,0.003905863,0.010504717,0.382791631,White,White
Michael Lorenzen,,0.362446457,0.002579148,0.011434195,0.623540297,Other,White
Michael Massey,,0.833665311,0.000132883,0.10775991,0.058441929,White,White
Michael Papierski,,0.948304415,0.000198116,0.002147081,0.049350431,White,White
Michael Perez,,0.000135641,0.628748178,0.36463232,0.00648383,Black,Other
Michael Pineda,,3.71E-05,0.99350512,0.004076423,0.002381348,Black,Black
Michael Plassmeyer,,0.211476505,0.006758774,0.02254035,0.759224372,Other,White
Michael Rucker,,0.932360232,0.000139266,0.003374053,0.064126473,White,White
Michael Siani,,0.547519445,0.007501073,0.014526897,0.430452645,White,White
Michael Stefanic,,0.968282163,0.000180945,0.000547121,0.030989822,White,White
Michael Toglia,,0.921059549,5.08E-05,0.000521693,0.078367963,White,White
Michael Wacha,,0.253112972,0.002042684,0.094374137,0.650470167,Other,White
Michel Baez,,0.104924284,0.097640403,0.633266881,0.164168455,Asian,White
Mickey McDonald,,0.942113817,2.55E-05,0.000262622,0.057597975,White,White
Mickey Moniak,,0.98590523,2.21E-05,0.001316917,0.012755855,White,White
Miguel Andújar,,4.00E-05,0.978413224,0.019041513,0.002505203,Black,Black
Miguel Cabrera,,0.459463805,0.133918151,0.084847057,0.321770981,White,Other
Miguel Castro,,6.62E-06,0.997930288,0.001807149,0.000255879,Black,Black
Miguel Diaz,,1.83E-05,0.99817872,0.001253783,0.000549157,Black,Black
Miguel Rojas,,0.005559878,0.006296813,0.902121691,0.086021584,Asian,Other
Miguel Sánchez,,4.79E-06,0.999238968,0.000633454,0.000122773,Black,Black
Miguel Sanó,,0.002302002,0.317127436,0.528242689,0.152327857,Asian,Black
Miguel Vargas,,0.003315703,0.161584511,0.740613155,0.094486598,Asian,Other
Miguel Yajure,,0.000663874,9.87E-05,0.998191405,0.001046065,Asian,Other
Mike Baumann,,0.959632695,0.000393348,0.004324174,0.035649783,White,White
Mike Brosseau,,0.601482272,0.004358983,0.021351867,0.372806937,White,White
Mike Clevinger,,0.766884804,0.010305057,0.041253244,0.181556918,White,White
Mike Ford,,0.517045021,0.001431829,0.002678722,0.47884436,White,White
Mike Mayers,,0.71048826,0.004457957,0.029182179,0.255871605,White,White
Mike Minor,,0.915075719,9.60E-05,0.01286408,0.071964137,White,White
Mike Moustakas,,0.720705032,0.000389434,0.003698168,0.275207346,White,White
Mike Trout,,0.991512716,0.000116283,0.001496283,0.006874782,White,White
Mike Yastrzemski,,0.925420642,0.000201981,0.016846994,0.057530397,White,White
Mike Zunino,,0.176199272,0.375938922,0.193737978,0.254123762,Black,White
Miles Mastrobuoni,,0.014108635,0.023590138,0.700323527,0.261977755,Asian,White
Miles Mikolas,,0.454307795,0.020760467,0.246349107,0.278582618,White,White
Mitch Garver,,0.937932432,0.000175053,0.003083666,0.058808919,White,White
Mitch Haniger,,0.062351752,0.214606971,0.074437928,0.648603335,Other,White
Mitch Keller,,0.155004859,7.65E-05,0.842093804,0.002824858,Asian,White
Mitch White,,0.047788553,0.011651905,0.579253806,0.361305699,Asian,White
Monte Harrison,,2.08E-05,0.993137777,0.005297531,0.001543873,Black,Black
Mookie Betts,,2.22E-05,0.993557155,0.003077134,0.003343645,Black,Black
Mychal Givens,,4.25E-05,0.81153518,0.18617044,0.002251847,Black,Black
Myles Straw,,0.448318809,0.007132927,0.444265613,0.100282732,White,White
Nabil Crismatt,,0.204643577,0.251292288,0.056856785,0.487207413,Other,White
Narciso Crook,,3.53E-05,0.959368289,0.038826974,0.001769531,Black,Black
Nash Walters,,0.13404502,6.44E-05,0.864325468,0.001565126,Asian,White
Nate Eaton,,0.974115133,0.000183349,0.014607145,0.011094316,White,White
Nate Fisher,,0.06872417,0.313626528,0.490092756,0.127556562,Asian,White
Nate Mondou,,0.019119203,0.867526472,0.043230245,0.070123977,Black,Other
Nathan Eovaldi,,0.253914595,0.252087116,0.027875214,0.466123048,Other,White
Nathaniel Lowe,,0.042696223,0.422527611,0.05546846,0.479307735,Other,White
Nelson Cruz,,0.007075862,0.061232176,0.438771804,0.492920153,Other,Other
Nelson Velázquez,,0.000134441,0.69312495,0.301674412,0.005066247,Black,Black
Nestor Cortes,,0.005395998,0.00157269,0.902157936,0.090873369,Asian,Other
Nicholas Padilla,,0.017739406,0.168692648,0.70462517,0.108942762,Asian,Other
Nick Ahmed,,0.675819695,0.008026158,0.007026217,0.309127919,White,White
Nick Allen,,0.852551341,6.46E-05,0.003905277,0.143478789,White,White
Nick Castellanos,,0.210048199,0.001736249,0.65100644,0.137209089,Asian,White
Nick Duron,,0.435673088,0.026216948,0.174394745,0.363715228,White,White
Nick Fortes,,0.800990403,0.000375198,0.111647012,0.086987462,White,White
Nick Gordon,,3.22E-05,0.983652472,0.013282101,0.00303323,Black,Black
Nick Lodolo,,0.602599502,0.000497093,0.370568265,0.026335176,White,White
Nick Madrigal,,0.028155804,0.289462239,0.060512253,0.621869698,Other,Other
Nick Martinez,,0.099613339,0.059590735,0.138760055,0.702035904,Other,Other
Nick Maton,,0.625113368,0.002646919,0.004117023,0.36812266,White,White
Nick Mears,,0.815143287,0.000864357,0.017894698,0.166097566,White,White
