First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Truth,Details,Correctness,More Details
Jesús Luzardo,,0.047787387,0.017990632,0.21067287,0.72354911,Other,Other,,,
Jesús Sánchez,,1.38E-05,0.997861922,0.001772719,0.000351553,Black,Other,,,
Jeter Downs,,0.001670306,0.888372719,0.074401983,0.035555055,Black,Black,,,
Jeurys Familia,,0.000284741,0.811204851,0.174414556,0.014095781,Black,Other,,,
Jharel Cotton,,2.06E-07,0.99970752,0.000257109,3.52E-05,Black,Black,,,
Jhoan Duran,,0.001961234,0.121542737,0.765982269,0.110513732,Asian,Other,,,
Jhon Romero,,0.000479973,0.033936031,0.961829786,0.003754271,Asian,Other,,,
Jhonathan Diaz,,0.971299052,2.64E-05,0.000919678,0.027754778,White,Other,,,
Jhoulys Chacín,,0.001868742,0.006211923,0.878150024,0.113769351,Asian,Other,,,
Ji Hwan Bae,,5.05E-05,5.49E-06,0.999870278,7.38E-05,Asian,Asian,,,
Ji-Man Choi,,5.19E-05,5.41E-06,0.999908944,3.37E-05,Asian,Asian,,,
Jimmy Herget,,0.318860084,0.052795857,0.058292477,0.570051584,Other,White,,,
Jimmy Lambert,,0.801009357,0.000279041,0.001706065,0.197005567,White,White,,,
Jimmy Yacabonis,,0.037306856,0.015929798,0.920837932,0.025925401,Asian,White,,,
JJ Bleday,,0.701023161,0.001223083,0.091720129,0.206033614,White,White,,,
Jo Adell,,0.000118644,0.969944894,0.026258167,0.003678335,Black,Black,,,
Joan Adon,,0.000306026,0.881292403,0.065112839,0.053288771,Black,Black,,,
Joc Pederson,,0.974259377,6.70E-05,0.002483484,0.023190125,White,White,,,
Joe Barlow,,0.831975877,0.001368263,0.066515413,0.100140447,White,White,,,
Joe Dunand,,9.27E-05,9.88E-05,0.999196172,0.000612303,Asian,Other,,,
Joe Jiménez,,0.003017739,0.011619315,0.854137041,0.131225941,Asian,Other,,,
Joe Kelly,,0.607963562,0.006039489,0.116301808,0.269695155,White,White,,,
Joe Mantiply,,0.962773919,0.00011548,0.02319733,0.013913158,White,White,,,
Joe Musgrove,,0.124228202,0.107754029,0.241062039,0.526955798,Other,White,,,
Joe Perez,,0.095489778,0.004537357,0.118998726,0.780974079,Other,Other,,,
Joe Ryan,,0.098055042,0.00922904,0.096998984,0.795716986,Other,White,,,
Joe Smith,,0.403859586,0.001403239,0.025403823,0.569333345,Other,White,,,
Joel Kuhnel,,0.870454669,0.000258012,0.008178806,0.121108547,White,White,,,
Joel Payamps,,0.001418591,0.874488592,0.042211071,0.081881781,Black,Other,,,
Joely Rodríguez,,1.65E-05,0.996858239,0.002374258,0.000750972,Black,Black,,,
Joey Bart,,0.27120167,0.001874799,0.024478725,0.702444792,Other,White,,,
Joey Gallo,,0.168492988,0.015444104,0.035326899,0.78073594,Other,White,,,
Joey Krehbiel,,0.345681459,0.044879768,0.297427155,0.31201157,White,White,,,
Joey Meneses,,0.005299232,0.000220885,0.991474201,0.003005736,Asian,White,,,
Joey Votto,,0.175148308,0.247726813,0.071452241,0.505672604,Other,White,,,
Joey Wendle,,0.981775522,3.40E-05,0.004963647,0.013226864,White,White,,,
Joey Wentz,,0.968735039,1.18E-05,0.000775195,0.03047803,White,White,,,
Johan Camargo,,0.0019098,0.539398134,0.323505822,0.135186257,Black,Other,,,
Johan Oviedo,,0.001624823,0.835755825,0.062101491,0.100517871,Black,Other,,,
John Brebbia,,0.882493019,0.000104699,0.005394863,0.112007314,White,White,,,
John King,,0.973409534,3.33E-05,0.000501591,0.026055614,White,White,,,
John Means,,0.979279399,0.000103347,0.002990668,0.017626614,White,White,,,
John Schreiber,,0.01843252,0.013655928,0.961835238,0.006076326,Asian,White,,,
Johnny Cueto,,4.65E-06,0.998967171,0.000886193,0.000142012,Black,Black,,,
JoJo Romero,,0.188840032,0.000428109,0.018154556,0.792577296,Other,Other,,,
Jon Berti,,0.02837225,0.882829487,0.036093042,0.052705234,Black,White,,,
Jon Gray,,0.967834294,0.000310772,0.00633036,0.025524527,White,White,,,
Jonah Bride,,0.996082783,5.29E-05,0.001050658,0.002813514,White,White,,,
Jonah Heim,,0.598286927,0.002260801,0.09027859,0.309173666,White,White,,,
Jonathan Aranda,,0.008792266,0.041294735,0.802678458,0.147234507,Asian,Other,,,
Jonathan Araúz,,0.016146986,0.113050684,0.453760969,0.41704135,Asian,Other,,,
Jonathan Davis,,2.97E-06,0.999493718,0.000420418,8.29E-05,Black,Black,,,
Jonathan Heasley,,0.225299105,0.082984224,0.107780003,0.583936676,Other,White,,,
Jonathan Hernández,,0.164748043,0.006699232,0.040190781,0.788361974,Other,Other,,,
Jonathan India,,0.015838277,0.512114406,0.044700928,0.427346424,Black,White,,,
Jonathan Loáisiga,,0.0005893,0.004300192,0.988434415,0.006676153,Asian,Other,,,
Jonathan Schoop,,5.26E-05,0.308617353,0.687469368,0.003860698,Asian,Black,,,
Jonathan Villar,,0.002352542,0.070578538,0.745401941,0.181666963,Asian,Black,,,
Jordan Diaz,,0.00054686,0.00035253,0.996397185,0.002703423,Asian,Other,,,
Jordan Groshans,,0.375961334,0.000996105,0.009721685,0.613320872,Other,White,,,
Jordan Hicks,,0.228906333,0.005692511,0.377664427,0.387736693,Other,White,,,
Jordan Holloway,,0.918130934,8.39E-05,0.00108647,0.08069866,White,White,,,
Jordan Luplow,,0.627072632,0.001328201,0.019964354,0.351634823,White,White,,,
Jordan Lyles,,0.543006301,0.107763849,0.110188312,0.239041559,White,White,,,
Jordan Montgomery,,0.987271488,3.22E-05,0.008783451,0.00391295,White,White,,,
Jordan Romano,,0.25464353,0.001093122,0.533389865,0.2108735,Asian,White,,,
Jordan Sheffield,,0.001211458,0.918804109,0.012493557,0.067490799,Black,White,,,
Jordan Weems,,0.282950342,0.007117672,0.39987413,0.310057867,Asian,White,,,
Jorge Alcala,,0.000354021,0.417862236,0.567541648,0.014242115,Asian,Other,,,
Jorge Alfaro,,0.013797644,0.288006514,0.635596651,0.062599192,Asian,Other,,,
Jorge López,,0.051714588,0.156594411,0.41227243,0.379418554,Asian,Other,,,
Jorge Mateo,,2.05E-05,0.995534897,0.003908782,0.000535966,Black,Black,,,
Jorge Polanco,,0.000136296,0.056572933,0.933948031,0.009342702,Asian,Other,,,
Jorge Soler,,2.28E-05,0.996344268,0.003333374,0.000299599,Black,Black,,,
Jose Altuve,,0.004297194,0.001270867,0.974266351,0.020165638,Asian,Other,,,
Jose Alvarez,,0.276499331,0.007151503,0.003370464,0.712978758,Other,Other,,,
Jose Barrero,,3.24E-05,0.992019594,0.005908989,0.002038992,Black,Other,,,
Jose Butto,,0.020929433,0.000458186,0.96909716,0.009515188,Asian,Other,,,
Jose Cuas,,0.000221875,0.969876468,0.012671726,0.017229941,Black,Other,,,
Jose Herrera,,0.000826397,0.000635251,0.995601609,0.002936744,Asian,Other,,,
Jose Marte,,0.011945865,0.279305577,0.2316596,0.477088928,Other,Other,,,
Jose Miranda,,0.168608025,0.000218616,0.811933661,0.019239652,Asian,Other,,,
Jose Rojas,,0.000527535,0.81936729,0.139123456,0.040981652,Black,Other,,,
Jose Siri,,0.047953438,0.142412111,0.020739188,0.788895234,Other,Other,,,
Jose Trevino,,0.017933207,0.000369729,0.959175533,0.022521477,Asian,Other,,,
Josh Bell,,0.000341646,0.992209673,0.004567585,0.002881009,Black,Black,,,
Josh Donaldson,,0.048622411,0.000254518,0.946166729,0.004956364,Asian,White,,,
Josh Fleming,,0.004804082,0.006983871,0.971529995,0.016682108,Asian,White,,,
Josh H. Smith,,0.714411616,0.000536898,0.00277466,0.282276854,White,White,,,
Josh Hader,,0.009276104,0.001250656,0.982947005,0.006526256,Asian,White,,,
Josh Harrison,,2.39E-06,0.99953258,0.000412982,5.21E-05,Black,Black,,,
Josh Jung,,0.988627613,2.37E-05,0.003398272,0.007950447,White,White,,,
Josh Lester,,0.267891407,0.000504352,0.713257128,0.018347188,Asian,White,,,
Josh Lowe,,0.394537956,0.019662853,0.008428588,0.577370539,Other,White,,,
Josh Naylor,,0.014919353,0.037862867,0.485762467,0.461455273,Asian,White,,,
Josh Palacios,,1.29E-05,0.995530427,0.003589184,0.000867429,Black,Other,,,
Josh Rogers,,0.53024137,0.023578094,0.367894397,0.078286165,White,White,,,
Josh Rojas,,0.101575784,0.008142085,0.012847859,0.877434269,Other,Other,,,
Josh Sborz,,0.976911128,3.02E-05,0.006287929,0.016770731,White,White,,,
Josh Staumont,,0.943392754,9.22E-05,0.001485246,0.055029625,White,White,,,
Josh VanMeter,,0.287037164,0.097946174,0.182894055,0.43212264,Other,White,,,
Josh Winckowski,,0.837145209,0.000141684,0.119523536,0.043189524,White,White,,,
Josh Winder,,0.871207237,0.000552684,0.04185715,0.086382931,White,White,,,
Josiah Gray,,1.35E-05,0.98924911,0.008971848,0.001765504,Black,Black,,,
José Abreu,,0.003467489,0.004607669,0.976900932,0.01502392,Asian,White,,,
José Alvarado,,3.76E-05,0.00309975,0.996080611,0.000782062,Asian,White,,,
José Azocar,,1.24E-05,0.19997184,0.798455552,0.001560255,Asian,White,,,
José Berríos,,0.005401329,9.86E-05,0.993376908,0.00112318,Asian,White,,,
José Castillo,,0.062383667,0.028513106,0.431482297,0.477620933,Other,Other,,,
José Cisnero,,1.65E-06,0.999092221,0.000827808,7.83E-05,Black,Other,,,
José Godoy,,0.007472104,0.626397908,0.041150082,0.324979933,Black,Other,,,
José Iglesias,,0.107980721,0.002292965,0.091658295,0.798068076,Other,Other,,,
José Leclerc,,0.000437854,0.245477855,0.712181872,0.041902419,Asian,Other,,,
José Quijada,,0.012719207,0.021798808,0.314609909,0.650872116,Other,Other,,,
José Quintana,,2.73E-05,0.000807172,0.997795571,0.001369945,Asian,Other,,,
José Ramírez,,8.77E-05,0.991731822,0.006668252,0.001512206,Black,Other,,,
José Ruiz,,0.001876912,0.000416551,0.990594179,0.007112389,Asian,Other,,,
José Suarez,,0.361160249,0.001802054,0.00504643,0.631991299,Other,Other,,,
José Ureña,,1.28E-05,0.992335379,0.006236835,0.001414966,Black,Other,,,
José Urquidy,,0.045259681,0.130084321,0.723756674,0.100899313,Asian,Other,,,
Jovani Moran,,0.042919274,0.07117641,0.635669779,0.25023447,Asian,White,,,
JP Sears,,0.8400985,7.71E-05,0.155856599,0.003967734,White,White,,,
JT Brubaker,,0.673683941,0.002371944,0.011114458,0.31282967,White,White,,,
JT Chargois,,0.034285873,0.080868669,0.074908079,0.809937432,Other,White,,,
JT Riddle,,0.428267002,0.000829187,0.485975227,0.084928658,Asian,White,,,
Juan Lagares,,0.258324832,0.01067158,0.090641341,0.640362274,Other,Other,,,
Juan Minaya,,0.003298422,0.493319273,0.131942057,0.371440316,Black,Other,,,
Juan Soto,,0.000165858,0.041195344,0.945634246,0.013004597,Asian,Other,,,
Juan Yepez,,0.135836005,0.055663973,0.145967337,0.662532665,Other,Other,,,
Julian Merryweather,,0.82914716,0.002665772,0.002637051,0.16554998,White,White,,,
Julio Rodríguez,,0.002194442,0.747126579,0.105116627,0.14556229,Black,Other,,,
Julio Urías,,0.014223351,0.011061587,0.882531751,0.092183289,Asian,Other,,,
Junior Fernández,,0.037437443,0.012892286,0.073569203,0.876101106,Other,Other,,,
Jurickson Profar,,2.80E-06,0.987023711,0.012589316,0.000384241,Black,Black,,,
Justin Bruihl,,0.726361215,0.00066678,0.099733172,0.173238859,White,White,,,
Justin Dunn,,3.89E-06,0.996855021,0.002965172,0.000175892,Black,Black,,,
Justin Grimm,,0.777484775,0.002345002,0.023667605,0.19650263,White,White,,,
Justin Lawrence,,0.001112301,0.847063184,0.100454342,0.051370231,Black,White,,,
Justin Steele,,0.96927917,0.000100985,0.010098976,0.020520831,White,White,,,
Justin Topa,,0.523508847,8.32E-05,0.391486849,0.084921067,White,White,,,
Justin Turner,,0.008358378,0.005761981,0.973091609,0.012787991,Asian,White,,,
Justin Upton,,5.10E-05,0.974988937,0.020840191,0.004119955,Black,Black,,,
Justin Verlander,,0.653743386,0.005725714,0.191372136,0.149158794,White,White,,,
Justin Wilson,,0.244049132,0.000923324,0.72346464,0.03156294,Asian,White,,,
Justus Sheffield,,0.005879855,0.029034181,0.698769509,0.266316415,Asian,White,,,
Ka'ai Tom,,0.003953884,0.801630139,0.14968138,0.044734548,Black,White,,,
Kaleb Ort,,0.051223464,0.011535344,0.918848349,0.018392808,Asian,White,,,
Ke'Bryan Hayes,,0.0001494,0.635353386,0.349300448,0.015196637,Black,Black,,,
Keegan Akin,,0.674123943,0.000505166,0.118856462,0.206514463,White,White,,,
Keegan Thompson,,0.093875341,4.71E-05,0.900751531,0.005326053,Asian,White,,,
Keibert Ruiz,,0.009935969,0.153607175,0.018557745,0.8178991,Other,Other,,,
Kelvin Gutiérrez,,0.000196371,0.857728839,0.12957654,0.012498237,Black,Other,,,
Ken Giles,,0.169215426,0.092697725,0.299986577,0.438100293,Other,White,,,
Ken Waldichuk,,0.041096594,9.91E-05,0.957575837,0.001228511,Asian,White,,,
Kendall Graveman,,0.240651369,0.222226664,0.209349348,0.327772576,Other,White,,,
Kenley Jansen,,0.000277702,0.816764355,0.175990271,0.006967635,Black,Black,,,
Kenny Rosenberg,,0.915444732,0.0013036,0.040446059,0.042805532,White,White,,,
Kerry Carpenter,,0.724025667,0.000269576,0.000667518,0.275037182,White,White,,,
Kervin Castro,,0.033865899,0.000491853,0.76180733,0.203834981,Asian,Other,,,
Keston Hiura,,0.000810331,4.98E-05,0.99859362,0.000546271,Asian,Asian,,,
Ketel Marte,,5.05E-05,0.993229389,0.004347753,0.002372378,Black,Black,,,
Kevin Gausman,,0.9751423,0.000352889,0.004937333,0.019567516,White,White,,,
Kevin Ginkel,,0.161678717,0.064544514,0.02966439,0.744112406,Other,White,,,
Kevin Herget,,0.04992849,0.038130336,0.15136325,0.760577962,Other,Other,,,
Kevin Kiermaier,,0.029348252,0.051377028,0.839951732,0.079322981,Asian,White,,,
Kevin Newman,,0.860032856,0.002560616,0.021233689,0.116172862,White,White,,,
Kevin Padlo,,0.702678442,0.001123344,0.096903059,0.19929523,White,White,,,
Kevin Pillar,,0.019292325,0.090299211,0.221806565,0.668601826,Other,White,,,
Kevin Plawecki,,0.888354003,0.009229592,0.014176245,0.088240178,White,White,,,
Kevin Smith,,0.186260715,0.003318401,0.012832215,0.797588699,Other,White,,,
Keynan Middleton,,0.010613006,0.265726924,0.191275173,0.532384979,Other,White,,,
Khalil Lee,,1.36E-05,0.997885406,0.00174854,0.000352475,Black,Black,,,
Kirby Snead,,0.949774742,0.001955567,0.025647357,0.022622378,White,White,,,
Kirby Yates,,0.150219575,0.011464761,0.776108808,0.062206881,Asian,White,,,
Kirk McCarty,,0.514336765,0.006373509,0.048463709,0.430826083,White,White,,,
Kodi Whitley,,0.13581498,0.004352489,0.063194474,0.796638072,Other,White,,,
Kody Clemens,,0.355464786,0.016575299,0.394960103,0.232999817,Asian,White,,,
Kohei Arihara,,0.086903647,0.004103355,0.887117444,0.021875551,Asian,Asian,,,
Kolby Allard,,0.056520291,0.000101639,0.940661134,0.002716948,Asian,White,,,
Kole Calhoun,,0.040986229,0.000140558,0.95706222,0.001810994,Asian,White,,,
Kolten Wong,,0.002773369,0.000573829,0.987669951,0.008982844,Asian,White,,,
Konnor Pilkington,,0.894671857,0.001574061,0.050959034,0.052795132,White,White,,,
Korey Lee,,0.026815563,0.000109639,0.966450916,0.006623876,Asian,White,,,
Kramer Robertson,,0.821713924,0.001444491,0.041532947,0.135308541,White,White,,,
Kris Bryant,,0.105687097,0.290403843,0.229763225,0.374145903,Other,White,,,
Kris Bubic,,0.994056344,5.96E-06,0.00264781,0.003289852,White,White,,,
Kurt Suzuki,,0.00027928,0.000972318,0.996785931,0.001962458,Asian,Asian,,,
Kutter Crawford,,0.310215354,0.016164944,0.031414124,0.642205551,Other,White,,,
Kyle Barraclough,,0.087484114,0.060472693,0.36630325,0.485739965,Other,White,,,
Kyle Bradish,,0.550537229,0.000287793,0.440467003,0.008708024,White,White,,,
Kyle Crick,,0.989332914,3.98E-05,0.001015911,0.009611374,White,White,,,
Kyle Dowdy,,0.92719841,6.73E-05,0.040220874,0.032513319,White,White,,,
Kyle Farmer,,0.356571406,0.001850548,0.496958464,0.144619636,Asian,White,,,
Kyle Finnegan,,0.964599073,4.90E-05,0.00114233,0.034209548,White,White,,,
Kyle Freeland,,0.701892555,0.006155391,0.093050145,0.198901877,White,White,,,
Kyle Garlick,,0.903019428,0.000367083,0.0033039,0.093309645,White,White,,,
Kyle Gibson,,0.896622002,0.000133255,0.082271532,0.02097324,White,White,,,
Kyle Hendricks,,0.73727262,0.000289477,0.241302448,0.021135509,White,White,,,
Kyle Higashioka,,0.131077871,0.000137274,0.80176815,0.067016683,Asian,Other,,,
Kyle Isbel,,0.068696894,0.262589991,0.337133679,0.331579454,Asian,White,,,
Kyle Lewis,,1.31E-05,0.994120181,0.005470149,0.000396558,Black,Black,,,
Kyle Muller,,0.042908493,0.052871577,0.41509268,0.489127232,Other,White,,,
Kyle Nelson,,0.138178214,0.006065685,0.825532318,0.030223761,Asian,White,,,
Kyle Schwarber,,0.275964469,0.013508954,0.18270435,0.527822211,Other,White,,,
Kyle Stowers,,0.036771722,0.00021827,0.960028173,0.002981857,Asian,White,,,
Kyle Tucker,,0.374109328,0.000255138,0.002544958,0.623090614,Other,White,,,
Kyle Tyler,,0.849379599,1.54E-05,0.000657598,0.149947451,White,White,,,
Kyle Wright,,0.96908468,0.000102844,0.003382155,0.027430383,White,White,,,
LaMonte Wade Jr.,,0.022441978,0.040794279,0.053460236,0.883303558,Other,Other,,,
Lance Lynn,,0.049020555,0.004021801,0.933688566,0.013269059,Asian,White,,,
Lance McCullers Jr.,,0.041913863,0.526250064,0.115353683,0.31648238,Black,White,,,
Lane Thomas,,0.474393427,0.000598174,0.016868331,0.508140124,Other,White,,,
Lars Nootbaar,,0.023347544,0.00467093,0.921075526,0.050905954,Asian,White,,,
Lenyn Sosa,,0.030625289,0.20249407,0.513447174,0.253433529,Asian,Other,,,
Leody Taveras,,0.000124021,0.922774673,0.068120155,0.00898115,Black,Other,,,
Leury Garcia,,0.000988266,0.855217695,0.097143967,0.046650024,Black,Other,,,
Lewin Díaz,,0.000115328,0.586565256,0.40063667,0.012682739,Black,Other,,,
Lewis Brinson,,7.48E-05,0.949792266,0.045103177,0.0050298,Black,Black,,,
Liam Hendriks,,0.954687715,0.001288213,0.000821455,0.043202661,White,White,,,
Liover Peguero,,8.07E-06,0.991280854,0.008052196,0.000659028,Black,Black,,,
Livan Soto,,0.005730599,0.211002067,0.297875724,0.485391612,Other,Other,,,
Locke St. John,,0.96816963,6.18E-05,0.001021532,0.030747025,White,White,,,
Logan Allen,,0.014087464,0.174500331,0.758418719,0.052993505,Asian,White,,,
Logan Gilbert,,0.86927259,0.000238772,0.035421797,0.095066789,White,White,,,
Logan Gillaspie,,0.110493794,0.00013572,0.880612942,0.008757515,Asian,White,,,
Logan O'Hoppe,,0.951069593,0.000141828,0.004363592,0.044424981,White,White,,,
Logan Webb,,0.047944628,9.57E-05,0.948607037,0.003352731,Asian,White,,,
Lorenzo Cain,,0.000398002,0.563510835,0.428060177,0.008030983,Black,Black,,,
Lou Trivino,,0.159950882,0.000281804,0.795991839,0.04377549,Asian,White,,,
Louie Varland,,0.911221564,0.000615076,0.05451492,0.03364848,White,White,,,
Louis Head,,0.566508412,0.002022853,0.143617111,0.287851632,White,White,,,
Lourdes Gurriel Jr.,,0.000270026,0.022087369,0.968115014,0.009527591,Asian,Other,,,
Lucas Gilbreath,,0.390300602,0.001353784,0.487656159,0.120689496,Asian,White,,,
Lucas Giolito,,0.067970946,0.115968563,0.461447066,0.354613353,Asian,White,,,
Lucas Luetge,,0.160243884,0.345037997,0.026037197,0.468680888,Other,White,,,
Lucas Sims,,0.505032778,9.68E-05,0.466699363,0.028170943,White,White,,,
Lucius Fox,,0.000225512,0.967170358,0.025543323,0.0070608,Black,Black,,,
Luis Arraez,,0.00343021,0.123393521,0.507175262,0.366000962,Asian,Other,,,
Luis Barrera,,0.485232025,0.071887866,0.033414924,0.409465201,White,OTher,,,
Luis Campusano,,0.00131128,0.108561464,0.817993855,0.072133349,Asian,Other,,,
Luis Castillo,,0.483969361,0.064403415,0.075765809,0.375861339,White,Other,,,
Luis Cessa,,0.014989817,0.000599675,0.846270174,0.138140269,Asian,Other,,,
Luis Frías,,0.000456557,0.767285287,0.199730388,0.032527694,Black,Other,,,
Luis Garcia,,7.35E-05,0.059668992,0.935170112,0.005087351,Asian,Other,,,
Luis García,,4.97E-05,0.996061623,0.00204445,0.001844159,Black,Other,,,
Luis Gil,,0.000152461,0.001157809,0.996554365,0.002135354,Asian,Other,,,
Luis González,,0.419308811,0.022444742,0.035684294,0.522562101,Other,Other,,,
Luis Guillorme,,0.209976405,0.036252242,0.602411123,0.151360266,Asian,Other,,,
Luis Liberato,,0.009145902,0.368192613,0.135847698,0.486813802,Other,Other,,,
Luis Ortiz,,0.004458693,0.018210195,0.681139453,0.296191675,Asian,Other,,,
Luis Patiño,,0.000390277,0.006180393,0.984678446,0.008750787,Asian,Other,,,
Luis Perdomo,,0.000867152,0.659033954,0.322963096,0.017135816,Black,Other,,,
Luis Rengifo,,0.000106889,0.947147429,0.049088103,0.00365761,Black,Other,,,
Luis Robert Jr.,,5.29E-05,0.990163207,0.009195674,0.000588264,Black,Black,,,
Luis Severino,,1.53E-05,0.988028288,0.011121584,0.00083485,Black,Black,,,
Luis Torrens,,0.095268346,0.637655377,0.118422098,0.148654154,Black,White,,,
Luis Urías,,0.302799672,0.000123898,0.055207374,0.641869068,Other,White,,,
Luke Bard,,0.205411494,0.476858407,0.019083015,0.298647061,Black,White,,,
Luke Barker,,0.735578477,0.004732418,0.008811276,0.25087788,White,White,,,
Luke Farrell,,0.644272923,0.000362701,0.336468586,0.018895767,White,White,,,
Luke Maile,,0.020860834,0.002021887,0.541157327,0.435960025,Asian,White,,,
Luke Raley,,0.960561991,0.000205181,0.001032911,0.038199801,White,White,,,
Luke Voit,,0.89591682,0.002034716,0.020597618,0.081450932,White,White,,,
Luke Weaver,,0.538455188,0.000620475,0.014913896,0.446010426,White,White,,,
Luke Williams,,0.733472109,0.000477273,0.003351595,0.26269903,White,White,,,
MacKenzie Gore,,0.814529181,0.00028369,0.117991466,0.067195595,White,White,,,
Madison Bumgarner,,0.093605146,0.165487826,0.039634431,0.701272521,Other,White,,,
Magneuris Sierra,,1.50E-05,0.997799814,0.001764618,0.00042054,Black,Black,,,
Maikel Franco,,2.03E-05,0.996351719,0.002226071,0.00140179,Black,Black,,,
Maikel Garcia,,1.93E-05,0.996034563,0.003312849,0.00063339,Black,Black,,,
Manny Bañuelos,,0.009534896,6.77E-05,0.967794794,0.022602618,Asian,Other,,,
Manny Machado,,0.039855395,0.003399809,0.68961012,0.267134666,Asian,Other,,,
Manny Piña,,0.002358599,0.848269403,0.003673576,0.145698404,Black,Other,,,
Manuel Margot,,8.85E-06,0.998694241,0.00111643,0.000180541,Black,Black,,,
Manuel Rodríguez,,0.001115247,0.001343702,0.983993804,0.013547132,Asian,Other,,,
Marcell Ozuna,,1.01E-05,0.998810649,0.00077763,0.000401746,Black,Black,,,
Marco Gonzales,,0.001190337,0.000340599,0.991679578,0.00678951,Asian,Other,,,
Marcos Diplán,,0.00100043,0.008051891,0.950819609,0.040127981,Asian,Other,,,
Marcus Semien,,0.000386161,0.913364887,0.080371985,0.005876981,Black,Black,,,
Marcus Stroman,,0.00058044,0.697330296,0.289557548,0.012531744,Black,Black,,,
Marcus Wilson,,0.000107632,0.91907984,0.075890196,0.004922282,Black,Black,,,
Mario Feliciano,,0.48213011,0.005771657,0.304030157,0.208068002,White,Other,,,
Mark Appel,,0.368273616,0.002775477,0.036558334,0.59239265,Other,White,,,
Mark Canha,,0.701325357,0.005937472,0.152535216,0.140201917,White,White,,,
Mark Contreras,,0.023784295,0.050223526,0.655114519,0.270877685,Asian,Other,,,
Mark Kolozsvary,,0.769479334,0.000244838,0.108430975,0.121844921,White,White,,,
Mark Leiter Jr.,,0.994697571,1.95E-05,0.000314523,0.004968403,White,White,,,
Mark Mathias,,0.5406304,0.000565497,0.132138747,0.326665338,White,Other,,,
Mark Melancon,,0.357718647,0.001367945,0.611727605,0.029185878,Asian,White,,,
Mark Payton,,0.121248811,0.029120196,0.024716526,0.824914411,Other,White,,,
Mark Vientos,,0.004484667,0.025016142,0.901521671,0.068977503,Asian,Other,,,
Martín Maldonado,,0.000338213,0.023113428,0.966648385,0.009900014,Asian,Other,,,
Martín Pérez,,0.27256614,0.041098509,0.040963498,0.645371765,Other,Other,,,
Marwin Gonzalez,,0.302415311,0.002464833,0.075250795,0.619869128,Other,Other,,,
Mason Thompson,,0.314947695,0.004742627,0.575537533,0.104772111,Asian,White,,,
Matt Barnes,,0.047372796,0.37721929,0.045745299,0.529662618,Other,White,,,
Matt Beaty,,0.947845399,0.000486488,0.001576303,0.050091827,White,White,,,
Matt Brash,,0.979990959,4.68E-05,0.007229331,0.012732949,White,White,,,
Matt Bush,,0.133368388,0.005087508,0.049161966,0.812382162,Other,White,,,
Matt Carpenter,,0.147182435,0.00114822,0.068874298,0.782795116,Other,White,,,
Matt Chapman,,0.884775639,0.000296793,0.027190113,0.08773743,White,White,,,
Matt Davidson,,0.485074222,0.01266671,0.06162107,0.440637939,White,White,,,
Matt Dermody,,0.046573296,0.014739653,0.67106376,0.267623316,Asian,White,,,
Matt Duffy,,0.951490641,0.000445374,0.00749997,0.040563981,White,White,,,
Matt Festa,,0.986790597,5.43E-05,0.00284278,0.010312399,White,White,,,
Matt Foster,,0.933888435,0.000395915,0.044132537,0.021583111,White,White,,,
Matt Gage,,0.081050061,0.00245855,0.882871345,0.033619931,Asian,White,,,
Matt Koch,,0.24988386,0.007213062,0.663758584,0.079144478,Asian,White,,,
Matt Manning,,0.763522208,0.00029773,0.051393327,0.184786711,White,White,,,
Matt Moore,,0.104601733,0.00772691,0.014226796,0.87344458,Other,White,,,
Matt Olson,,0.623067141,0.004224766,0.034407489,0.338300638,White,White,,,
Matt Peacock,,0.02873308,0.795974731,0.035969298,0.139322926,Black,White,,,
Matt Reynolds,,0.28741318,0.009713832,0.028979406,0.673893541,Other,White,,,
Matt Strahm,,0.309331,0.28928563,0.005575094,0.395808317,Other,White,,,
Matt Swarmer,,0.556057572,0.000428404,0.220872875,0.222641066,White,White,,,
Matt Thaiss,,0.720385492,0.000633137,0.250844365,0.028137047,White,White,,,
Matt Vierling,,0.00105246,0.985878229,0.008638803,0.00443047,Black,White,,,
Matt Wallner,,0.538932979,0.0098321,0.017370425,0.433864422,White,White,,,
Matt Wisler,,0.024658615,0.034147989,0.536657262,0.404536136,Asian,White,,,
Matthew Batten,,0.707724273,0.00024698,0.154772683,0.137255987,White,White,,,
Matthew Boyd,,0.642238677,0.002932732,0.027690515,0.327138104,White,White,,,
Matthew Liberatore,,0.942341805,0.000141418,0.009349424,0.048167277,White,White,,,
Mauricio Dubón,,0.000643243,0.003600405,0.979148032,0.016608401,Asian,Other,,,
Mauricio Llovera,,0.06271109,0.021363964,0.074659356,0.841265634,Other,Other,,,
Max Castillo,,0.023086019,0.031103682,0.016437645,0.929372676,Other,Other,,,
Max Fried,,0.763439238,0.000177943,0.178454051,0.057928698,White,White,,,
Max Kepler,,0.991275907,1.50E-05,0.001213909,0.007495075,White,White,,,
Max Kranick,,0.703481972,9.31E-05,0.000644798,0.295780098,White,White,,,
Max Meyer,,0.943852901,0.000193089,0.007356702,0.048597266,White,White,,,
Max Muncy,,0.42212075,0.047298763,0.061636839,0.468943626,Other,White,,,
Max Scherzer,,0.269966543,0.030511986,0.642980555,0.056540903,Asian,White,,,
